billing_month	stable_platform_card_key	excel_row_key	imsi	charge_type	rule_id	same_card_difference_category	excel_final_start	excel_final_end	excel_days	platform_calculated_days	day_diff	excel_price	platform_calculated_price	price_diff	excel_amount	platform_calculated_amount	same_card_rule_amount_diff	numeric_match_status	platform_product_mapping_status	formal_match_status	platform_product_id	platform_product_name	platform_supplier_id	platform_iccid	platform_cycle_start	platform_cycle_end	platform_window_source	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count
2026-03	2026-03|ICCID|89014103271467467989|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#13	083901141064477689	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467467989	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467467997|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#14	083901141064477699	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467467997	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468300|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#15	083901141064478603	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468300	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468409|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#16	083901141064478604	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468409	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468508|60011515|2026-02-22|2026-03-22	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#17	083901141064478605	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	days	2026-03-22	2026-04-21	31.0000000000	1.0000000000	-30.000000000	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_DIFF	PROVEN_BY_PLATFORM_IMSI	UNRESOLVED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468508	2026-02-22	2026-03-22	MONTH_SNAPSHOT_FALLBACK	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468607|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#18	083901141064478606	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468607	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468318|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#19	083901141064478613	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468318	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468417|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#20	083901141064478614	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468417	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468425|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#21	083901141064478624	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468425	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468623|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#22	083901141064478626	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468623	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468532|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#23	083901141064478635	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468532	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468631|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#24	083901141064478636	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468631	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468441|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#25	083901141064478644	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468441	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468540|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#26	083901141064478645	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468540	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468649|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#27	083901141064478646	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468649	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468656|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#28	083901141064478656	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468656	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468466|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#29	083901141064478664	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468466	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468565|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#30	083901141064478665	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468565	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468664|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#31	083901141064478666	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468664	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468375|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#32	083901141064478673	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468375	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468581|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#33	083901141064478685	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468581	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468292|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#34	083901141064478692	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468292	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468490|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#35	083901141064478694	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468490	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103271467468599|60011515|2026-03-22|2026-04-21	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#36	083901141064478695	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-22	2026-04-21	31.0000000000	31.0000000000	0E-9	62.0000000000	62.0000000000	0E-9	62.0000000000	62.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	60011515	ATT 300GB Plan XY PP (WA)	2275	89014103271467468599	2026-03-22	2026-04-21	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803480148|600111145|2026-03-04|2026-04-03	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#37	083901143008430841	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	none	2026-03-04	2026-04-03	31.0000000000	31.0000000000	0E-9	43.0000000000	43.0000000000	0E-9	43.0000000000	43.000000	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	MATCHED	600111145	AT&T 150GB Plan ATM RA (WA)	2275	89014103273803480148	2026-03-04	2026-04-03	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476401|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#38	083901143008436704	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476401	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476419|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#39	083901143008436714	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476419	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476427|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#40	083901143008436724	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476427	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476856|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#41	083901143008436758	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476856	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476765|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#42	083901143008436767	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476765	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476864|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#43	083901143008436768	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476864	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476773|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#44	083901143008436777	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476773	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476872|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#45	083901143008436778	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476872	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
2026-03	2026-03|ICCID|89014103273803476781|600111150|2026-03-25|2026-04-24	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx#46	083901143008436787	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	product	2026-03-25	2026-04-24	31.0000000000	31.0000000000	0E-9	62.0000000000	43.0000000000	-19.000000000	62.0000000000	43.000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	MISSING_MAPPING	600111150	AT&T 150GB Plan SP RA (WA)	2275	89014103273803476781	2026-03-25	2026-04-24	CYCLE_HISTORY	0	0	0	0
