excel_row_key	platform_fact_key	excel_source_file	official_excel_billing_month	reconciliation_billing_month	imsi	excel_product_id	excel_product_name	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	platform_cycle_start	platform_cycle_end	platform_cycle_days	platform_calculated_days	platform_calculated_price	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	platform_price_state	product_mapping_status	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count	difference_reason	source_match_status	numeric_match_status	formal_match_status	platform_amount_evidence_status	platform_calculated_amount_known	record_side
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1068		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065316322		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1074		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065316422		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	3	2	3	1	0	0	0	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW_CANDIDATES	MISSING_MAPPING	NUMERIC_MATCH	MISSING_MAPPING	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW_CANDIDATES		EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1075		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065316426		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1084		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065316652		AT&T 300GB Plan SP RA (WA)	Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	PRICE_DIFF	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#110		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144006262832		ATT 300GB Plan DF BU (5) (WA)	New Activation: Prorated-in Charge	2026-04-03	2026-05-02	2026-04-26	2026-05-02	7.0000000000	62.0000000000	14.4666666667										7.0000000000	62.0000000000	14.466667	0E-9	0E-9	0.000000	R_DAILY_PRORATED_NEW_ACTIVATION	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	1	1	1	0	0	0	0	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA	NUMERIC_MATCH	MISSING_DATA	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG		EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1106		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065317412		AT&T 300GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	2	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1112		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065317633		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1116		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065317763		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1125		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065317942		ATT 300GB Plan ATM RA 5G2 (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1128		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065318017		AT&T 300GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1132		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065318103		AT&T 300GB Plan ATM RT (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	PRICE_DIFF	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#114		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144006363188		ATT 300GB Plan DF BU (5) (WA)	New Activation: Prorated-in Charge	2026-04-03	2026-05-02	2026-04-26	2026-05-02	7.0000000000	62.0000000000	14.4666666667										7.0000000000	62.0000000000	14.466667	0E-9	0E-9	0.000000	R_DAILY_PRORATED_NEW_ACTIVATION	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	1	1	1	0	0	0	0	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA	NUMERIC_MATCH	MISSING_DATA	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG		EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1143		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065318595		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1144		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065318616		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1154		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065318902		AT&T 300GB Plan SP RA (WA)	Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	PRICE_DIFF	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1157		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065318991		AT&T 300GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	2	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#116		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144006840580		ATT 100GB Plan DI JL (WA)	Full Cycle Charge	2026-04-16	2026-05-15	2026-04-16	2026-05-15	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1160		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065319048		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	2	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1163		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065319063		AT&T 300GB Plan SP RA (WA)	Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	PRICE_DIFF	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1172		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065319404		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	2	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#118		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144006843442		ATT 100GB Plan DI JL (WA)	Full Cycle Charge	2026-04-16	2026-05-15	2026-04-16	2026-05-15	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1181		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065319832		AT&T 300GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1187		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065319987		AT&T 300GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1188		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065410032		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	2	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1194		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065410328		AT&T 300GB Plan SP RA (WA)	Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	-19.000000000	-19.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	PRICE_DIFF	MISSING_MAPPING	NUMERIC_DIFF	MISSING_MAPPING	KNOWN	43.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1198		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065410383		AT&T 300GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000										30.0000000000	62.0000000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	62.000000	EXCEL_DETAIL
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1212		01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901144065410833		AT&T 125GB Plan ATM RA (WA)	Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000										30.0000000000	43.0000000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	NUMERIC_MATCH_ONLY	NUMERIC_MATCH	NUMERIC_MATCH_ONLY	KNOWN	43.000000	EXCEL_DETAIL
