source_table	control_scope	source_file	invoice_batch_label	observed_start_month	imsi	charge_type	excel_days	excel_price	excel_amount	amount_semantics	control_row_count	min_final_start_date	max_final_start_date	min_final_end_date	max_final_end_date	cycle_start_date	cycle_end_date	source_record_count	source_imsi_count	source_excel_amount	source_monthly_rate_sum	source_charge_type_count	source_product_count	observed_record_count	observed_imsi_count	observed_excel_amount	observed_monthly_rate_sum
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064477669	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064477679	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064477689	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064477699	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478603	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478604	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478606	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478613	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478614	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478624	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478626	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478635	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478636	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478644	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478645	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478646	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478656	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478664	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478665	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478666	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478673	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478685	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478692	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478694	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901141064478695	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-22	2026-04-22	2026-05-21	2026-05-21	2026-04-22 00:00:00	2026-05-21 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008430841	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436704	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436714	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436724	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436758	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436767	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436768	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436777	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436778	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436787	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436788	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008436832	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008437616	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008437661	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438649	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438659	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438675	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438757	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438776	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438777	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438786	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008438796	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439653	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439671	Full Cycle Charge	30.00000000	62.00000000	62.00000000	detail.final_charge	1	2026-04-25	2026-04-25	2026-05-24	2026-05-24	2026-04-25 00:00:00	2026-05-24 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439703	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439712	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439713	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439722	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439731	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439741	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439742	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
wa_invoice_detail	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-04	083901143008439773	Full Cycle Charge	30.00000000	43.00000000	43.00000000	detail.final_charge	1	2026-04-04	2026-04-04	2026-05-03	2026-05-03	2026-04-04 00:00:00	2026-05-03 00:00:00	7780	7317	372289.30752659	398011.00000000	3	52	7780	7317	372289.30752659	398011.00000000
