excel_source_file	official_excel_billing_month	imsi	excel_iccid	excel_product_name	excel_product_id	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	excel_note	excel_line_no	excel_row_key	platform_product_id	platform_supplier_id	platform_product_name	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	snapshot_cycle_start	snapshot_cycle_end	last_snapshot_ts	history_cycle_start	history_cycle_end	history_package_price	history_time_zone	platform_cycle_start	platform_cycle_end	platform_window_source	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	candidate_rank	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count	rule_id	platform_calculated_price	platform_price_state	product_mapping_status	platform_cycle_days	platform_calculated_days	platform_window_covers_excel	platform_calculated_amount	day_diff	price_diff	amount_diff	numeric_match_status	platform_product_mapping_status	platform_amount_evidence_status	difference_reason	formal_match_status	platform_calculated_amount_known
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065316322		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1068	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1068	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561470760	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065316422		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1074	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1074	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561455324	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	3	2	3	1	1	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW	PRODUCT_MAPPING_NOT_PROVEN	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW_CANDIDATES	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065316426		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1075	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1075	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429303	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065316652		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1084	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1084	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561429527	2026-03-25	2026-04-25	2026-04-25T03:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006262832		ATT 300GB Plan DF BU (5) (WA)		New Activation: Prorated-in Charge	2026-04-03	2026-05-02	2026-04-26	2026-05-02	7.0000000000	62.0000000000	14.4666666667		110	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#110	600111123	2275	ATT 300GB Plan DF BU (5) (WA)	62.0000000000	62.0000000000	GMT-5	89014104334605840142	2026-04-03	2026-05-03	2026-04-30T23:00:00.000Z	2026-04-03	2026-05-02	0E-10	GMT-5	2026-04-03	2026-05-02	CYCLE_HISTORY	1	1	1	1	0	0	0	0	R_DAILY_PRORATED_NEW_ACTIVATION	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	7.0000000000	1	14.466667	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065317412		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1106	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1106	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561251079	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065317633		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1112	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1112	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561469275	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065317763		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1116	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1116	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561455373	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065317942		ATT 300GB Plan ATM RA 5G2 (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1125	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1125	600111069	2275	ATT 300GB Plan ATM RA 5G2 (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561250469	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065318017		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1128	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1128	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561426390	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065318103		AT&T 300GB Plan ATM RT (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1132	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1132	600111087	2275	AT&T 150GB Plan ATM RT (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561418728	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144006363188		ATT 300GB Plan DF BU (5) (WA)		New Activation: Prorated-in Charge	2026-04-03	2026-05-02	2026-04-26	2026-05-02	7.0000000000	62.0000000000	14.4666666667		114	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#114	600111123	2275	ATT 300GB Plan DF BU (5) (WA)	62.0000000000	62.0000000000	GMT-5	89014104334605840118	2026-04-03	2026-05-03	2026-04-30T23:00:00.000Z	2026-04-03	2026-05-02	0E-10	GMT-5	2026-04-03	2026-05-02	CYCLE_HISTORY	1	1	1	1	0	0	0	0	R_DAILY_PRORATED_NEW_ACTIVATION	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	7.0000000000	1	14.466667	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065318595		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1143	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1143	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561470240	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065318616		AT&T 125GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	43.0000000000	43.0000000000		1144	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1144	600111145	2275	AT&T 150GB Plan ATM RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561469028	2026-04-04	2026-05-04	2026-04-30T23:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	43.000000
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065318902		AT&T 300GB Plan SP RA (WA)		Full Cycle Charge	2026-04-25	2026-05-24	2026-04-25	2026-05-24	30.0000000000	62.0000000000	62.0000000000		1154	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1154	600111150	2275	AT&T 150GB Plan SP RA (WA)	43.0000000000	43.0000000000	GMT-5	89014103334561418033	2026-04-25	2026-05-25	2026-04-30T23:00:00.000Z	2026-04-25	2026-05-24	0E-10	GMT-5	2026-04-25	2026-05-24	CYCLE_HISTORY	2	1	1	1	0	0	0	0	R_FULL_CYCLE_MONTHLY	43.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	30.0000000000	30.0000000000	1	43.000000	0E-9	-19.000000000	-19.000000	NUMERIC_DIFF	PLATFORM_PRICE_NOT_EXACT	PRODUCT_MAPPING_NOT_PROVEN	PRICE_DIFF	MISSING_MAPPING	
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	083901144065318991		AT&T 300GB Plan ATM RA (WA)		Full Cycle Charge	2026-04-04	2026-05-03	2026-04-04	2026-05-03	30.0000000000	62.0000000000	62.0000000000		1157	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx#1157	600111155	2275	AT&T 300GB Plan ATM RA (WA)	62.0000000000	62.0000000000	GMT-5	89014103334561255716	2026-03-04	2026-04-04	2026-04-04T03:00:00.000Z	2026-04-04	2026-05-03	0E-10	GMT-5	2026-04-04	2026-05-03	CYCLE_HISTORY	2	1	1	1	0	2	0	0	R_FULL_CYCLE_MONTHLY	62.0000000000	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	30.0000000000	30.0000000000	1	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	PROVEN_BY_PLATFORM_IMSI	KNOWN	NO_DIFFERENCE	MATCHED	62.000000
