source_file	charge_type	imsi	final_start	final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_monthly_rent	platform_package_price	platform_time_zone	iccid	snapshot_cycle_start	snapshot_cycle_end	snapshot_year	snapshot_month	snapshot_day	snapshot_hour	partition_time	sim_status	dispatch_status
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	17	2026-05-21 17:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	16	2026-05-21 16:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	15	2026-05-21 15:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	14	2026-05-21 14:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	13	2026-05-21 13:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	12	2026-05-21 12:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	11	2026-05-21 11:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	10	2026-05-21 10:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	9	2026-05-21 09:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	8	2026-05-21 08:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	7	2026-05-21 07:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	6	2026-05-21 06:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	5	2026-05-21 05:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	4	2026-05-21 04:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	3	2026-05-21 03:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	2	2026-05-21 02:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	1	2026-05-21 01:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	21	0	2026-05-21 00:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	23	2026-05-20 23:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	22	2026-05-20 22:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	21	2026-05-20 21:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	20	2026-05-20 20:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	19	2026-05-20 19:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	18	2026-05-20 18:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	17	2026-05-20 17:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	16	2026-05-20 16:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	15	2026-05-20 15:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	14	2026-05-20 14:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	13	2026-05-20 13:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	12	2026-05-20 12:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	11	2026-05-20 11:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	10	2026-05-20 10:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	9	2026-05-20 09:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	8	2026-05-20 08:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	7	2026-05-20 07:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	6	2026-05-20 06:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	5	2026-05-20 05:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	4	2026-05-20 04:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	3	2026-05-20 03:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	2	2026-05-20 02:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	1	2026-05-20 01:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	20	0	2026-05-20 00:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	23	2026-05-19 23:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	22	2026-05-19 22:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	21	2026-05-19 21:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	20	2026-05-19 20:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	19	2026-05-19 19:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	18	2026-05-19 18:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	17	2026-05-19 17:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	16	2026-05-19 16:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	15	2026-05-19 15:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	14	2026-05-19 14:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	13	2026-05-19 13:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	12	2026-05-19 12:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	11	2026-05-19 11:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	10	2026-05-19 10:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	9	2026-05-19 09:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	8	2026-05-19 08:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	7	2026-05-19 07:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	6	2026-05-19 06:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	5	2026-05-19 05:00:00	Ready	Available
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	4	2026-05-19 04:00:00	Cooling	Unavailable
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	3	2026-05-19 03:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	2	2026-05-19 02:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	19	1	2026-05-19 01:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	22	2026-05-18 22:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	21	2026-05-18 21:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	20	2026-05-18 20:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	19	2026-05-18 19:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	18	2026-05-18 18:00:00	Ready	Dispatched
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Full Cycle Charge	083901141064377706	2026-04-22	2026-05-21	30.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)		62.0	GMT-5	89014103271467377600	2026-04-22	2026-05-22	2026	5	18	17	2026-05-18 17:00:00	Cooling	Unavailable
