billing_month	imsi	charge_type	candidate_rule	wa_final_days	candidate_days	day_error	wa_price	wa_price_values	platform_package_price_count	platform_package_prices	package_price_exact_match	platform_product_name_count	platform_product_names	wa_amount	calculated_amount	amount_diff	exception_reason	cycle_row_count	next_cycle_date_count	next_cycle_dates	cycle_next_first_utc	activation_first_utc	void_first_utc	platform_cycle_to_month_end_days	platform_activation_to_month_end_days	platform_final_start_to_void_minus1_days	wa_source_files	wa_sheet_names
2026-03	083901143008437661	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008438649	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008438659	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008438675	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008438776	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008438786	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008438796	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008439653	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008439671	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901143008920566	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064110478	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064110968	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064111732	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064112704	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064112743	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064113929	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064114534	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064114896	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064115991	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064116511	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064116846	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064117836	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064117913	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064118475	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064118476	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064118602	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064118828	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064119739	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064210026	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064210074	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064210996	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064211000	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064211145	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064211829	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064212186	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064212514	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064212618	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064212625	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064212702	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064212969	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064213165	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064213288	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064213587	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064213847	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064213896	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064213974	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064214588	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064215031	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064215063	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064215242	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064215648	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064215710	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064215844	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064216106	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064216267	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan SP RA (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-02-25 || 2026-03-25 || 2026-04-25 || 2026-05-25	2026-02-25			35			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
2026-03	083901144064216659	Full Cycle Charge	WA_FULL_MONTH_DAYS	31.0	31.0	0.0	62.0	62.0	1	43.0	0	1	AT&T 150GB Plan ATM RT (WA)	62.0	62.0	0.0	MISSING_MAPPING	4	4	2026-03-04 || 2026-04-04 || 2026-05-04 || 2026-06-04	2026-03-04			28			01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges
