source_table	control_scope	source_file	invoice_batch_label	observed_start_month	imsi	charge_type	excel_days	excel_price	excel_amount	amount_semantics	pending_charge	original_charge	control_row_count	min_final_start_date	max_final_start_date	min_final_end_date	max_final_end_date	cycle_start_date	cycle_end_date	source_record_count	source_imsi_count	source_excel_amount	source_pending_charge	source_monthly_rate_sum	source_product_count	observed_record_count	observed_imsi_count	observed_excel_amount	observed_pending_charge	observed_monthly_rate_sum
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065211808		31.00000000	62.00000000	62.00000000	prorated.final_charge_for_usage_days	12.00000000	50.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065211809		17.00000000	62.00000000	34.00000000	prorated.final_charge_for_usage_days	8.00000000	26.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065211849		14.00000000	43.00000000	19.41935484	prorated.final_charge_for_usage_days	4.15935484	15.26000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065211866		20.00000000	62.00000000	40.00000000	prorated.final_charge_for_usage_days	6.00000000	34.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065211914		18.00000000	62.00000000	36.00000000	prorated.final_charge_for_usage_days	4.00000000	32.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065212527		22.00000000	62.00000000	44.00000000	prorated.final_charge_for_usage_days	14.00000000	30.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065212626		28.00000000	62.00000000	56.00000000	prorated.final_charge_for_usage_days	10.00000000	46.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065212658		24.00000000	62.00000000	48.00000000	prorated.final_charge_for_usage_days	16.00000000	32.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065212668		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065212689		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065212915		23.00000000	62.00000000	46.00000000	prorated.final_charge_for_usage_days	18.00000000	28.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065213590		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065213644		23.00000000	43.00000000	31.90322581	prorated.final_charge_for_usage_days	8.32322581	23.58000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065215521		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065215927		18.00000000	43.00000000	24.96774194	prorated.final_charge_for_usage_days	5.54774194	19.42000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065216521		14.00000000	62.00000000	28.00000000	prorated.final_charge_for_usage_days	4.00000000	24.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065217494		11.00000000	43.00000000	15.25806452	prorated.final_charge_for_usage_days	2.77806452	12.48000000	1	2026-03-28	2026-03-28	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065217701		29.00000000	43.00000000	40.22580645	prorated.final_charge_for_usage_days	12.48580645	27.74000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065217714		13.00000000	62.00000000	26.00000000	prorated.final_charge_for_usage_days	4.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065217946		29.00000000	43.00000000	40.22580645	prorated.final_charge_for_usage_days	19.41580645	20.81000000	1	2026-03-28	2026-03-28	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065218531		14.00000000	62.00000000	28.00000000	prorated.final_charge_for_usage_days	6.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065218766		30.00000000	43.00000000	41.61290323	prorated.final_charge_for_usage_days	5.55290323	36.06000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065218849		24.00000000	62.00000000	48.00000000	prorated.final_charge_for_usage_days	10.00000000	38.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065219404		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065219506		15.00000000	62.00000000	30.00000000	prorated.final_charge_for_usage_days	2.00000000	28.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065219757		27.00000000	62.00000000	54.00000000	prorated.final_charge_for_usage_days	2.00000000	52.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310211		14.00000000	62.00000000	28.00000000	prorated.final_charge_for_usage_days	2.00000000	26.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310352		25.00000000	62.00000000	50.00000000	prorated.final_charge_for_usage_days	4.00000000	46.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310494		23.00000000	62.00000000	46.00000000	prorated.final_charge_for_usage_days	6.00000000	40.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310588		14.00000000	62.00000000	28.00000000	prorated.final_charge_for_usage_days	2.00000000	26.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310599		21.00000000	62.00000000	42.00000000	prorated.final_charge_for_usage_days	20.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310675		16.00000000	43.00000000	22.19354839	prorated.final_charge_for_usage_days	1.38354839	20.81000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065310994		16.00000000	43.00000000	22.19354839	prorated.final_charge_for_usage_days	8.32354839	13.87000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065311068		22.00000000	62.00000000	44.00000000	prorated.final_charge_for_usage_days	10.00000000	34.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065311365		19.00000000	62.00000000	38.00000000	prorated.final_charge_for_usage_days	12.00000000	26.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065311797		21.00000000	62.00000000	42.00000000	prorated.final_charge_for_usage_days	20.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065311943		12.00000000	43.00000000	16.64516129	prorated.final_charge_for_usage_days	2.77516129	13.87000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065312159		31.00000000	43.00000000	43.00000000	prorated.final_charge_for_usage_days	15.26000000	27.74000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065312242		21.00000000	62.00000000	42.00000000	prorated.final_charge_for_usage_days	12.00000000	30.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065312302		25.00000000	43.00000000	34.67741935	prorated.final_charge_for_usage_days	9.70741935	24.97000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065312623		15.00000000	62.00000000	30.00000000	prorated.final_charge_for_usage_days	2.00000000	28.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065312864		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313011		12.00000000	62.00000000	24.00000000	prorated.final_charge_for_usage_days	2.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313072		17.00000000	43.00000000	23.58064516	prorated.final_charge_for_usage_days	11.10064516	12.48000000	1	2026-03-28	2026-03-28	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313213		20.00000000	43.00000000	27.74193548	prorated.final_charge_for_usage_days	6.93193548	20.81000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313270		13.00000000	62.00000000	26.00000000	prorated.final_charge_for_usage_days	4.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313503		15.00000000	62.00000000	30.00000000	prorated.final_charge_for_usage_days	6.00000000	24.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313525		23.00000000	62.00000000	46.00000000	prorated.final_charge_for_usage_days	6.00000000	40.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313835		13.00000000	62.00000000	26.00000000	prorated.final_charge_for_usage_days	4.00000000	22.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313876		22.00000000	43.00000000	30.51612903	prorated.final_charge_for_usage_days	11.09612903	19.42000000	1	2026-03-25	2026-03-25	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
wa_invoice_prorated	C_TARGET	01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026-04	2026-03	083901144065313941		13.00000000	62.00000000	26.00000000	prorated.final_charge_for_usage_days	2.00000000	24.00000000	1	2026-03-24	2026-03-24	2026-04-03	2026-04-03	2026-03-04 00:00:00	2026-04-03 00:00:00	284	284	9827.38709685	2191.06709685	15442.00000000	6	284	284	9827.38709685	2191.06709685	15442.00000000
