billing_month	imsi	charge_type	excel_product_id	excel_product_names	excel_final_start_date	excel_final_end_date	excel_final_days	excel_final_days_values	excel_monthly_rate	excel_monthly_rate_values	excel_final_charge	platform_product_ids	platform_product_names	history_package_prices	history_price_count	dim_package_prices	dim_price_count	platform_calculated_days_rule	platform_calculated_days	platform_day_diff	platform_calculated_price	platform_price_diff	platform_calculated_amount	platform_amount_diff	cycle_boundary_utc	cycle_boundary_minus5	activation_utc	void_utc	status_snapshot_rows	cycle_rows	status_log_rows	residual_reason
2026-03	083901516001177825	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	11	PLATFORM_DAY_RESIDUAL
2026-03	083901516001271616	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-16	2026-03-27	12.0	12.0	43.0	43.0	16.64516129032258	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	11.0	1.0	43.0	0.0	15.258065	1.3870962903225799	2026-03-16T05:00:00.000Z	2026-03-16T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	12	PLATFORM_DAY_RESIDUAL
2026-03	083901516001277480	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-17	2026-03-24	8.0	8.0	62.0	62.0	16.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	7.0	1.0	62.0	0.0	14.0	2.0	2026-03-17T05:00:00.000Z	2026-03-17T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	2	PLATFORM_DAY_RESIDUAL
2026-03	083901516001279608	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-17	2026-03-24	8.0	8.0	62.0	62.0	16.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	7.0	1.0	62.0	0.0	14.0	2.0	2026-03-17T05:00:00.000Z	2026-03-17T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	10	PLATFORM_DAY_RESIDUAL
2026-03	083901516001279839	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	11	PLATFORM_DAY_RESIDUAL
2026-03	083901516001289500	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	8	PLATFORM_DAY_RESIDUAL
2026-03	083901516001375047	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-22	2026-03-23	2.0	2.0	62.0	62.0	4.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	1.0	1.0	62.0	0.0	2.0	2.0	2026-03-22T05:00:00.000Z	2026-03-22T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	16	PLATFORM_DAY_RESIDUAL
2026-03	083901516001376808	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-16	2026-03-27	12.0	12.0	43.0	43.0	16.64516129032258	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	11.0	1.0	43.0	0.0	15.258065	1.3870962903225799	2026-03-16T05:00:00.000Z	2026-03-16T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	8	PLATFORM_DAY_RESIDUAL
2026-03	083901516001378388	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-22	2026-03-23	2.0	2.0	62.0	62.0	4.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	1.0	1.0	62.0	0.0	2.0	2.0	2026-03-22T05:00:00.000Z	2026-03-22T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516001378702	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-22	2026-03-23	2.0	2.0	62.0	62.0	4.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	1.0	1.0	62.0	0.0	2.0	2.0	2026-03-22T05:00:00.000Z	2026-03-22T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	7	PLATFORM_DAY_RESIDUAL
2026-03	083901516001379227	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-17	2026-03-24	8.0	8.0	62.0	62.0	16.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	7.0	1.0	62.0	0.0	14.0	2.0	2026-03-17T05:00:00.000Z	2026-03-17T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	7	PLATFORM_DAY_RESIDUAL
2026-03	083901516001382365	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	5	PLATFORM_DAY_RESIDUAL
2026-03	083901516001385262	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	9	PLATFORM_DAY_RESIDUAL
2026-03	083901516001385719	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	7	PLATFORM_DAY_RESIDUAL
2026-03	083901516001470789	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-16	2026-03-27	12.0	12.0	43.0	43.0	16.64516129032258	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	11.0	1.0	43.0	0.0	15.258065	1.3870962903225799	2026-03-16T05:00:00.000Z	2026-03-16T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	10	PLATFORM_DAY_RESIDUAL
2026-03	083901516001471534	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-17	2026-03-24	8.0	8.0	62.0	62.0	16.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	7.0	1.0	62.0	0.0	14.0	2.0	2026-03-17T05:00:00.000Z	2026-03-17T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	10	PLATFORM_DAY_RESIDUAL
2026-03	083901516001472084	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-16	2026-03-27	12.0	12.0	43.0	43.0	16.64516129032258	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	11.0	1.0	43.0	0.0	15.258065	1.3870962903225799	2026-03-16T05:00:00.000Z	2026-03-16T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	8	PLATFORM_DAY_RESIDUAL
2026-03	083901516001472145	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	5	PLATFORM_DAY_RESIDUAL
2026-03	083901516001486032	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	10	PLATFORM_DAY_RESIDUAL
2026-03	083901516001560723	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan VS ET (WA)	2026-03-11	2026-03-24	14.0	14.0	43.0	43.0	19.419354838709676	600111126	ATT 100GB Plan VS ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	13.0	1.0	43.0	0.0	18.032258	1.3870968387096774	2026-03-11T05:00:00.000Z	2026-03-11T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	10	PLATFORM_DAY_RESIDUAL
2026-03	083901516001564680	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan VS ET (WA)	2026-03-11	2026-03-24	14.0	14.0	43.0	43.0	19.419354838709676	600111126	ATT 100GB Plan VS ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	13.0	1.0	43.0	0.0	18.032258	1.3870968387096774	2026-03-11T05:00:00.000Z	2026-03-11T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	14	PLATFORM_DAY_RESIDUAL
2026-03	083901516001565782	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-22	2026-03-24	3.0	3.0	62.0	62.0	6.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	2.0	1.0	62.0	0.0	4.0	2.0	2026-03-22T05:00:00.000Z	2026-03-22T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516001568367	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-22	2026-03-24	3.0	3.0	62.0	62.0	6.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	2.0	1.0	62.0	0.0	4.0	2.0	2026-03-22T05:00:00.000Z	2026-03-22T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	2	PLATFORM_DAY_RESIDUAL
2026-03	083901516001669157	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-21	2026-03-24	4.0	4.0	62.0	62.0	8.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	3.0	1.0	62.0	0.0	6.0	2.0	2026-03-21T05:00:00.000Z	2026-03-21T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	5	PLATFORM_DAY_RESIDUAL
2026-03	083901516001669898	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-21	2026-03-24	4.0	4.0	62.0	62.0	8.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	3.0	1.0	62.0	0.0	6.0	2.0	2026-03-21T05:00:00.000Z	2026-03-21T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	6	PLATFORM_DAY_RESIDUAL
2026-03	083901516001686127	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan VS ET (WA)	2026-03-25	2026-03-27	3.0	3.0	43.0	43.0	4.161290322580645	600111126	ATT 100GB Plan VS ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	2.0	1.0	43.0	0.0	2.774194	1.387096322580645	2026-03-25T05:00:00.000Z	2026-03-25T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516001761549	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-22	2026-03-24	3.0	3.0	62.0	62.0	6.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	2.0	1.0	62.0	0.0	4.0	2.0	2026-03-22T05:00:00.000Z	2026-03-22T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516001762701	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-21	2026-03-24	4.0	4.0	62.0	62.0	8.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	3.0	1.0	62.0	0.0	6.0	2.0	2026-03-21T05:00:00.000Z	2026-03-21T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	6	PLATFORM_DAY_RESIDUAL
2026-03	083901516001960482	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan VS ET (WA)	2026-03-11	2026-03-24	14.0	14.0	43.0	43.0	19.419354838709676	600111126	ATT 100GB Plan VS ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	13.0	1.0	43.0	0.0	18.032258	1.3870968387096774	2026-03-11T05:00:00.000Z	2026-03-11T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	18	PLATFORM_DAY_RESIDUAL
2026-03	083901516001969834	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-21	2026-03-24	4.0	4.0	62.0	62.0	8.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	3.0	1.0	62.0	0.0	6.0	2.0	2026-03-21T05:00:00.000Z	2026-03-21T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516001977558	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-06	2026-03-27	22.0	22.0	43.0	43.0	30.516129032258068	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	21.0	1.0	43.0	0.0	29.129032	1.387097032258069	2026-03-06T05:00:00.000Z	2026-03-06T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	24	PLATFORM_DAY_RESIDUAL
2026-03	083901516060090724	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-17	2026-03-24	8.0	8.0	62.0	62.0	16.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	7.0	1.0	62.0	0.0	14.0	2.0	2026-03-17T05:00:00.000Z	2026-03-17T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	7	PLATFORM_DAY_RESIDUAL
2026-03	083901516060183678	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-17	2026-03-24	8.0	8.0	62.0	62.0	16.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	7.0	1.0	62.0	0.0	14.0	2.0	2026-03-17T05:00:00.000Z	2026-03-17T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	8	PLATFORM_DAY_RESIDUAL
2026-03	083901516060194055	Partial Charge - Card Replaced Mid Cycle		ATT 125GB Plan DF ET (WA)	2026-03-02	2026-03-23	22.0	22.0	43.0	43.0	30.516129032258068	60011838	ATT 125GB Plan DF ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	21.0	1.0	43.0	0.0	29.129032	1.387097032258069	2026-03-02T05:00:00.000Z	2026-03-02T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	9	PLATFORM_DAY_RESIDUAL
2026-03	083901516060288544	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan VS ET (WA)	2026-03-11	2026-03-24	14.0	14.0	43.0	43.0	19.419354838709676	600111126	ATT 100GB Plan VS ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	13.0	1.0	43.0	0.0	18.032258	1.3870968387096774	2026-03-11T05:00:00.000Z	2026-03-11T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	10	PLATFORM_DAY_RESIDUAL
2026-03	083901516060295201	Partial Charge - Card Replaced Mid Cycle		ATT 125GB Plan DF ET (WA)	2026-03-02	2026-03-24	31.0	31.0	43.0	43.0	43.0	60011838	ATT 125GB Plan DF ET (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	23.0	8.0	43.0	0.0	31.903226	11.096774	2026-03-02T05:00:00.000Z	2026-03-02T00:00:00.000Z		2026-03-25T01:00:06.000Z	576	2	3	PLATFORM_DAY_RESIDUAL
2026-03	083901516060298031	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-12	2026-03-23	12.0	12.0	62.0	62.0	24.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	11.0	1.0	62.0	0.0	22.0	2.0	2026-03-12T05:00:00.000Z	2026-03-12T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516060380816	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan VS ET (WA)	2026-03-07	2026-03-24	23.0	23.0	62.0	62.0	46.0	60011858	ATT 300GB Plan VS ET  (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	17.0	6.0	62.0	0.0	34.0	12.0	2026-03-07T05:00:00.000Z	2026-03-07T00:00:00.000Z		2026-03-24T18:22:34.000Z	570	2	4	PLATFORM_DAY_RESIDUAL
2026-03	083901516060380855	Partial Charge - Card Replaced Mid Cycle		ATT 100GB Plan PVP (33) (WA)	2026-03-15	2026-03-27	13.0	13.0	43.0	43.0	18.032258064516128	600111121	ATT 100GB Plan PVP (33) (WA)	0.0	1	43.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	12.0	1.0	43.0	0.0	16.645161	1.3870970645161265	2026-03-15T05:00:00.000Z	2026-03-15T00:00:00.000Z		2026-03-27T17:49:35.000Z	744	2	9	PLATFORM_DAY_RESIDUAL
2026-03	083901516060392345	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-13	2026-03-23	11.0	11.0	62.0	62.0	22.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	10.0	1.0	62.0	0.0	20.0	2.0	2026-03-13T05:00:00.000Z	2026-03-13T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	7	PLATFORM_DAY_RESIDUAL
2026-03	083901516060393818	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-14	2026-03-23	10.0	10.0	62.0	62.0	20.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	9.0	1.0	62.0	0.0	18.0	2.0	2026-03-14T05:00:00.000Z	2026-03-14T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	8	PLATFORM_DAY_RESIDUAL
2026-03	083901516060398435	Partial Charge - Card Replaced Mid Cycle		ATT 300GB Plan DF ET (WA)	2026-03-02	2026-03-23	22.0	22.0	62.0	62.0	44.0	60011783	ATT 300GB Plan DF ET (WA)	0.0	1	62.0	1	PLATFORM_FINAL_START_TO_VOID_UTC_MINUS1	21.0	1.0	62.0	0.0	42.0	2.0	2026-03-02T05:00:00.000Z	2026-03-02T00:00:00.000Z		2026-03-23T22:17:35.000Z	550	2	6	PLATFORM_DAY_RESIDUAL
