product_id	imsi	cycle_start	next_cycle_start	inclusive_cycle_end	package_price	time_zone	history_rows	min_excel_final_start	max_excel_final_end
60011515	083901141064478624	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478624	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478624	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478626	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478626	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478626	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478635	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478635	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478635	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478636	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478636	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478636	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478644	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478644	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478644	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478645	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478645	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478645	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478646	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478646	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478646	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478656	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478656	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478656	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478664	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478664	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478664	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478665	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478665	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478665	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478666	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478666	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478666	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478673	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478673	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478673	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478685	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478685	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478685	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478692	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
60011515	083901141064478692	2026-04-22	2026-05-22	2026-05-21	0.0	GMT-5	1	2026-04-22	2026-05-21
60011515	083901141064478692	2026-05-22	2026-06-22	2026-06-21	0.0	GMT-5	1	2026-05-22	2026-06-21
60011515	083901141064478694	2026-03-22	2026-04-22	2026-04-21	0.0	GMT-5	1	2026-03-22	2026-04-21
