control_section	key_id	key_definition	row_key	source_file	imsi	iccid	product_name	cycle_start	cycle_end	final_start	final_end	detail_days	detail_price	detail_amount	duplicate_key_count	duplicate_row_count	excess_rows	uniform_value_key_count	amount_variants	days_variants	price_variants	product_variants	assessment
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060090103|2026-01-09|2026-02-08	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060090103		ATT 300GB Plan DF ET (43) (WA)	2026-01-09	2026-02-08	2026-01-09	2026-01-31	23.000000000000	62.000000000000	46.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060090103|2026-01-09|2026-02-08	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060090103		ATT 125GB Plan DF ET (43) (WA)	2026-01-09	2026-02-08	2026-02-01	2026-02-08	8.000000000000	43.000000000000	11.096774193548		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060090352|2026-01-19|2026-02-18	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060090352		ATT 300GB Plan DF ET (43) (WA)	2026-01-19	2026-02-18	2026-01-19	2026-01-31	13.000000000000	62.000000000000	26.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060090352|2026-01-19|2026-02-18	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060090352		ATT 125GB Plan DF ET (43) (WA)	2026-01-19	2026-02-18	2026-02-01	2026-02-18	18.000000000000	43.000000000000	24.967741935484		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060095584|2026-01-19|2026-02-18	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060095584		ATT 300GB Plan DF ET (43) (WA)	2026-01-19	2026-02-18	2026-01-19	2026-01-31	13.000000000000	62.000000000000	26.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060095584|2026-01-19|2026-02-18	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060095584		ATT 125GB Plan DF ET (43) (WA)	2026-01-19	2026-02-18	2026-02-01	2026-02-18	18.000000000000	43.000000000000	24.967741935484		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060095798|2026-01-09|2026-02-08	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060095798		ATT 300GB Plan DF ET (43) (WA)	2026-01-09	2026-02-08	2026-01-09	2026-01-31	23.000000000000	62.000000000000	46.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060095798|2026-01-09|2026-02-08	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060095798		ATT 125GB Plan DF ET (43) (WA)	2026-01-09	2026-02-08	2026-02-01	2026-02-08	8.000000000000	43.000000000000	11.096774193548		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060095928|2026-01-04|2026-02-03	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060095928		ATT 300GB Plan DF ET (43) (WA)	2026-01-04	2026-02-03	2026-01-04	2026-01-31	28.000000000000	62.000000000000	56.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060095928|2026-01-04|2026-02-03	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060095928		ATT 125GB Plan DF ET (43) (WA)	2026-01-04	2026-02-03	2026-02-01	2026-02-03	3.000000000000	43.000000000000	4.161290322581		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060096255|2026-01-02|2026-02-01	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060096255		ATT 300GB Plan DF ET (43) (WA)	2026-01-02	2026-02-01	2026-01-02	2026-01-31	30.000000000000	62.000000000000	60.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060096255|2026-01-02|2026-02-01	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060096255		ATT 125GB Plan DF ET (43) (WA)	2026-01-02	2026-02-01	2026-02-01	2026-02-01	1.000000000000	43.000000000000	1.387096774194		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060098613|2026-01-06|2026-02-05	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060098613		ATT 300GB Plan DF ET (43) (WA)	2026-01-06	2026-02-05	2026-01-06	2026-01-31	26.000000000000	62.000000000000	52.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060098613|2026-01-06|2026-02-05	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060098613		ATT 125GB Plan DF ET (43) (WA)	2026-01-06	2026-02-05	2026-02-01	2026-02-05	5.000000000000	43.000000000000	6.935483870968		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060098620|2026-01-03|2026-02-02	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060098620		ATT 300GB Plan DF ET (43) (WA)	2026-01-03	2026-02-02	2026-01-03	2026-01-31	29.000000000000	62.000000000000	58.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060098620|2026-01-03|2026-02-02	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060098620		ATT 125GB Plan DF ET (43) (WA)	2026-01-03	2026-02-02	2026-02-01	2026-02-02	2.000000000000	43.000000000000	2.774193548387		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060171201|2026-01-23|2026-02-22	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060171201		ATT 300GB Plan DF ET (43) (WA)	2026-01-23	2026-02-22	2026-01-23	2026-01-31	11.000000000000	62.000000000000	22.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060171201|2026-01-23|2026-02-22	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060171201		ATT 125GB Plan DF ET (43) (WA)	2026-01-23	2026-02-22	2026-02-01	2026-02-22	22.000000000000	43.000000000000	30.516129032258		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060176289|2026-01-26|2026-02-25	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060176289		ATT 300GB Plan DF ET (43) (WA)	2026-01-26	2026-02-25	2026-01-26	2026-01-31	6.000000000000	62.000000000000	12.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060176289|2026-01-26|2026-02-25	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060176289		ATT 125GB Plan DF ET (43) (WA)	2026-01-26	2026-02-25	2026-02-01	2026-02-25	25.000000000000	43.000000000000	34.677419354839		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060176723|2026-01-23|2026-02-22	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060176723		ATT 300GB Plan DF ET (43) (WA)	2026-01-23	2026-02-22	2026-01-23	2026-01-31	9.000000000000	62.000000000000	18.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060176723|2026-01-23|2026-02-22	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060176723		ATT 125GB Plan DF ET (43) (WA)	2026-01-23	2026-02-22	2026-02-01	2026-02-22	22.000000000000	43.000000000000	30.516129032258		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060190862|2026-01-09|2026-02-08	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060190862		ATT 300GB Plan DF ET (43) (WA)	2026-01-09	2026-02-08	2026-01-09	2026-01-31	23.000000000000	62.000000000000	46.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060190862|2026-01-09|2026-02-08	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060190862		ATT 125GB Plan DF ET (43) (WA)	2026-01-09	2026-02-08	2026-02-01	2026-02-08	8.000000000000	43.000000000000	11.096774193548		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060191296|2026-01-06|2026-02-05	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060191296		ATT 300GB Plan DF ET (43) (WA)	2026-01-06	2026-02-05	2026-01-06	2026-01-31	26.000000000000	62.000000000000	52.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060191296|2026-01-06|2026-02-05	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060191296		ATT 125GB Plan DF ET (43) (WA)	2026-01-06	2026-02-05	2026-02-01	2026-02-05	5.000000000000	43.000000000000	6.935483870968		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060192182|2026-01-03|2026-02-02	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060192182		ATT 300GB Plan DF ET (43) (WA)	2026-01-03	2026-02-02	2026-01-03	2026-01-31	29.000000000000	62.000000000000	58.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060192182|2026-01-03|2026-02-02	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060192182		ATT 125GB Plan DF ET (43) (WA)	2026-01-03	2026-02-02	2026-02-01	2026-02-02	2.000000000000	43.000000000000	2.774193548387		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060192769|2026-01-03|2026-02-02	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060192769		ATT 300GB Plan DF ET (43) (WA)	2026-01-03	2026-02-02	2026-01-03	2026-01-31	29.000000000000	62.000000000000	58.000000000000		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DETAIL_DUPLICATE_SAMPLE	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx|083901516060192769|2026-01-03|2026-02-02	01-SIMO Data Purchase Invoice Details - JAN 2025.xlsx	083901516060192769		ATT 125GB Plan DF ET (43) (WA)	2026-01-03	2026-02-02	2026-02-01	2026-02-02	2.000000000000	43.000000000000	2.774193548387		2	1		2	2	2	2	same normalized key but differing business values; unsafe to dedup
DUPLICATE_KEY_SUMMARY	D_SOURCE_IMSI_CYCLE	source_file + imsi + cycle_start + cycle_end													191	382	191	0					at least one duplicate key has differing business values; do not dedup
