platform_month	product_population_status	supplier_id	platform_product_id	product_name	snapshot_row_count	imsi_count	min_cycle_start_time	max_cycle_end_time	min_partition_time	max_partition_time	sim_status_count	dispatch_status_count
2025-12			600111137		82	2			12/30/2025 07:00:00	12/31/2025 23:00:00	1	1
2025-12			60011126		14840	20	11/10/2025 04:00:00	01/10/2026 03:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011138		22260	30	11/07/2025 23:00:00	01/07/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011147		6678	9	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011158		464145	630	11/08/2025 16:00:00	01/25/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011185		14840	20	11/26/2025 17:00:00	01/26/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011192		29680	40	11/05/2025 03:00:00	01/05/2026 02:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011214		193662	261			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011231		5280	10			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011236		379036	653			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011253		48230	65	11/13/2025 05:00:00	01/13/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011256		28938	39	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011290		11130	15	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011291		16324	22			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011309		1334858	1799	11/30/2025 21:00:00	01/31/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	1
2025-12			60011320		667800	900	11/01/2025 07:00:00	01/01/2026 06:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011321		51940	70	11/30/2025 18:00:00	01/31/2026 17:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011347		7420	10	11/20/2025 16:00:00	01/20/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011349		20776	28	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011356		95718	129	11/21/2025 00:00:00	01/29/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011364		430360	580	11/18/2025 08:00:00	01/18/2026 07:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011405		25970	35	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011408		108	2	11/30/2025 16:00:00	12/31/2025 15:59:59	12/01/2025 00:00:00	12/03/2025 05:00:00	2	3
2025-12			60011420		7420	10	11/21/2025 00:00:00	01/20/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011425		1484	2			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011427		3710	5	11/01/2025 17:00:00	01/30/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011450		2226	3	11/30/2025 17:00:00	01/31/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011454		2968	4	11/15/2025 16:00:00	01/15/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011455		7420	10			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011462		44520	60	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011468		1484	2	11/18/2025 08:00:00	01/18/2026 07:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011470		1484	2	11/02/2025 08:00:00	01/02/2026 07:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	2
2025-12			60011490		5936	8	11/05/2025 16:00:00	01/22/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011491		4452	6	11/23/2025 16:00:00	01/22/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011492		5936	8	11/25/2025 16:00:00	01/24/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011493		5936	8	11/11/2025 16:00:00	01/11/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011514		29680	40			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011522		14840	20			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011530		1484	2	11/01/2025 12:00:00	01/01/2026 11:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011531		131472	249			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011534		87556	118	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011535		1484	2	11/26/2025 16:00:00	01/26/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011542		45262	61	11/05/2025 23:00:00	01/05/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011544		7420	10			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011545		54908	74	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011546		5936	8	11/12/2025 22:00:00	01/12/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011552		371000	500	11/14/2025 04:00:00	01/14/2026 03:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011553		22260	30			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011554		28938	39	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011556		25970	35	11/15/2025 21:00:00	01/15/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011565		7420	10			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011576		3710	5			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011578		7420	10	11/07/2025 17:00:00	01/06/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011579		12614	17	11/23/2025 22:00:00	01/22/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011585		734	1	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 08:00:00	12/31/2025 23:00:00	2	3
2025-12			60011592		497914	692	11/02/2025 07:00:00	01/02/2026 06:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	4
2025-12			60011596		48230	65	11/30/2025 21:00:00	01/31/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011598		14784	22	12/01/2025 00:00:00	12/31/2025 23:59:59	12/01/2025 00:00:00	12/29/2025 01:00:00	3	3
2025-12			60011609		14840	20	11/30/2025 17:00:00	01/29/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011613		35616	48	11/30/2025 14:00:00	01/31/2026 13:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011615		482300	650	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011616		37100	50	11/26/2025 17:00:00	01/26/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011619		66780	90	11/12/2025 22:00:00	01/12/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011623		71974	97	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60011624		297160	649	11/02/2025 06:00:00	01/21/2026 05:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	4
2025-12			60011625		37100	50	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011631		11130	15	11/30/2025 17:00:00	01/31/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011632		21860	30	11/30/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011633		1481774	1997	11/30/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60011635		102260	196	11/14/2025 23:00:00	01/14/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12			60011639		18550	25	11/10/2025 12:00:00	01/10/2026 11:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011640		7420	10	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011641		34874	47	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011645		90680	130	11/20/2025 00:00:00	01/16/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011646		52800	100			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011647		22260	30	11/01/2025 07:00:00	01/01/2026 06:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011651		29680	40	11/07/2025 16:00:00	01/06/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60011652		146706	499	11/14/2025 06:00:00	12/15/2025 05:59:59	12/01/2025 00:00:00	12/13/2025 06:00:00	5	3
2025-12			60011653		22260	30	11/16/2025 16:00:00	01/15/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011654		92750	125	11/01/2025 16:00:00	01/30/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011655		34580	47	11/19/2025 19:00:00	01/17/2026 18:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011664		22260	30	11/26/2025 16:00:00	01/25/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011665		1484	2	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011666		14840	20	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011667		37100	50	11/30/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011668		5808	11			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011669		2640	5			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011671		14840	20	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011679		152972	218	11/11/2025 16:00:00	01/13/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011680		134000	200	11/12/2025 00:00:00	01/09/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011681		37100	50	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011692		74200	100	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011698		37100	50	11/30/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011699		17240	30	11/19/2025 21:00:00	01/19/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60011700		165466	223	11/10/2025 17:00:00	01/10/2026 16:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011707		51940	70	11/21/2025 23:00:00	01/21/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011708		40	20	11/05/2025 22:00:00	12/05/2025 21:59:59	12/01/2025 00:00:00	12/01/2025 01:00:00	1	1
2025-12			60011711		1484	2			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011714		11130	15			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011716		87556	118	11/30/2025 21:00:00	01/31/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011721		26928	51			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011722		7420	10	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011723		37100	50	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011727		13356	18	11/08/2025 21:00:00	01/07/2026 20:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011728		22260	30	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011729		14840	20	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011730		10388	14	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	4
2025-12			60011731		135450	210	11/03/2025 16:00:00	01/02/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011733		7420	10	11/01/2025 03:00:00	01/01/2026 02:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011734		7420	10	11/11/2025 12:00:00	01/11/2026 11:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011736		89942	144	11/05/2025 23:00:00	01/05/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011742		8411	12	03/23/2024 20:00:00	01/23/2026 19:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	5	3
2025-12			60011745		1484	2			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011746		2968	4			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011747		2968	4			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011748		309414	417			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011749		8904	12	11/10/2025 16:00:00	01/31/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011751		369516	498			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011752		172320	406	11/01/2025 06:00:00	01/23/2026 05:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011754		43778	59	01/11/2024 22:00:00	01/04/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011755		74200	100	11/25/2025 06:00:00	01/25/2026 05:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011758		169200	300	11/25/2025 06:00:00	12/25/2025 05:59:59	12/01/2025 00:00:00	12/24/2025 13:00:00	5	4
2025-12			60011759		58160	80	11/30/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011761		742	1	11/09/2025 05:00:00	01/09/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011762		178080	240	11/28/2025 07:00:00	01/28/2026 06:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011763		222600	300	11/01/2025 07:00:00	01/18/2026 06:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011764		220916	299			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011766		251538	339			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011767		272314	367	11/01/2025 05:00:00	01/26/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011772		485326	950			12/01/2025 00:00:00	12/24/2025 06:00:00	1	1
2025-12			60011773		742000	1000			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011774		22260	30	11/11/2025 22:00:00	01/11/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011775		15764	32	12/01/2025 00:00:00	12/31/2025 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011778		1484	2			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011788		36960	70			12/01/2025 00:00:00	12/23/2025 01:00:00	1	1
2025-12			60011789		91266	123	11/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011790		22260	30			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011798		14840	20	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011800		11130	15			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011804		25228	34	11/26/2025 22:00:00	01/26/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011809		7420	10	11/19/2025 05:00:00	01/19/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011811		49714	67	04/30/2025 23:00:00	01/31/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	3
2025-12			60011812		22260	30	11/19/2025 22:00:00	01/19/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011814		493638	1256	11/03/2025 05:00:00	01/27/2026 04:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	4	4
2025-12			60011824		7420	10	11/05/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011826		7420	10	11/30/2025 22:00:00	01/31/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011827		10388	14	11/27/2025 19:00:00	01/26/2026 18:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011830		5936	8	11/24/2025 22:00:00	01/24/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011831		8904	12	11/03/2025 00:00:00	01/01/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011833		18550	25	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011836		36358	49	12/01/2025 00:00:00	01/31/2026 23:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011840		185500	250	11/30/2025 15:00:00	01/31/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011841		70424	100	11/03/2025 06:00:00	01/03/2026 05:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	4
2025-12			60011844		1484	2	11/08/2025 15:00:00	01/08/2026 14:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011845		21518	29	11/08/2025 16:00:00	01/22/2026 15:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	1	2
2025-12			60011846		6678	9	11/14/2025 22:00:00	01/14/2026 21:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
2025-12			60011848		222600	300			12/01/2025 00:00:00	12/31/2025 23:00:00	1	1
2025-12			60011863		25970	35	11/30/2025 19:00:00	01/31/2026 18:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	2	3
2025-12			60011870		28196	38	11/22/2025 23:00:00	01/22/2026 22:59:59	12/01/2025 00:00:00	12/31/2025 23:00:00	3	3
