check_name	platform_month	platform_product_id	supplier_id	product_name	row_count	imsi_count	min_start	max_end	source_package_price	product_monthly_rent
cycle_product_mapping		600111134	2275	ATT 100GB Plan DI JL (WA)	144	48	12/16/2025 05:00:00	03/16/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111135	2275	ATT 100GB Plan DI MZ (WA)	9	3	12/18/2025 05:00:00	03/18/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111136	2275	ATT 100GB Plan EC (WA)	889	212	12/01/2025 05:00:00	03/22/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111137	212	Singapore ZYM 100GB Plan (Singtel 5G)	4	2	01/01/2026 16:00:00	03/01/2026 16:00:00	0.0	
cycle_product_mapping		600111138	2275	AT&T 100GB Plan RA (WA)	552	184	12/06/2025 05:00:00	03/06/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111139	2275	AT&T 300GB Plan HX RT (333) (PI)	999	333	12/24/2025 05:00:00	03/24/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111140	212	Indonesia Indosat 50GB Plan (5G)	2	2	01/06/2026 17:00:00	02/06/2026 17:00:00	0.0	
cycle_product_mapping		600111142	2275	ATT 60GB Plan AT SDP (WA)	1599	403	12/01/2025 05:00:00	03/10/2026 05:00:00	0.0	32.0
cycle_product_mapping		600111143	450	Vietnam Viettel 500GB Plan (5G)	120	60	01/20/2026 17:00:00	03/26/2026 17:00:00	0.0	12.0
cycle_product_mapping		600111144	2369	Brunei DST 65GB Plan (5G)	2	2	02/01/2026 00:00:00	03/01/2026 00:00:00	0.0	
cycle_product_mapping		600111145	2275	AT&T 150GB Plan ATM RA (WA)	710	380	01/04/2026 05:00:00	03/04/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111146	2275	TMO 300GB DI BU SL (WA)	128	47	12/22/2025 05:00:00	03/22/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111147	2275	ATT 125GB Plan EC (WA)	122	61	01/01/2026 05:00:00	03/04/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111148	2275	ATT 100GB Plan VS ET (39) (WA)	183	121	12/24/2025 05:00:00	03/29/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111149	2275	TMO 150GB Plan AT (1) (D) (WA)	750	375	01/01/2026 05:00:00	03/01/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111150	2275	AT&T 150GB Plan SP RA (WA)	420	210	01/25/2026 05:00:00	03/25/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111151	2275	ATT 125GB Plan DF ET (43) (WA)	39	39	01/02/2026 05:00:00	02/09/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111152	2275	ATT 200GB Plan ZN ET (PI)	132	77	01/22/2026 05:00:00	03/30/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111153	2275	ATT 125GB Plan ZN ET (WA)	4	4	02/27/2026 05:00:00	03/27/2026 05:00:00	0.0	43.0
cycle_product_mapping		60011126	514	USA ATT 22GB Plan (5G) SDP	80	20	11/10/2025 04:00:00	03/10/2026 04:00:00	0.0	36.0
cycle_product_mapping		60011138	212	Morocco Orange 35GB Plan (5G)	120	30	11/07/2025 23:00:00	03/07/2026 23:00:00	0.0	
cycle_product_mapping		60011147	466	Ukraine Life 50GB Plan	36	9	11/30/2025 22:00:00	03/31/2026 22:00:00	0.0	160.0
cycle_product_mapping		60011158	616	Taiwan Chunghwa Telecom Unlimited Plan	1030	285	11/08/2025 16:00:00	03/26/2026 16:00:00	0.0	420.0
cycle_product_mapping		60011185	137	Indonesia Indosat 16GB Plan (5G)	80	20	11/26/2025 17:00:00	03/26/2026 17:00:00	0.0	
cycle_product_mapping		60011192	212	Brazil Claro 40GB Plan (5G)	70	20	11/05/2025 03:00:00	03/05/2026 03:00:00	0.0	
cycle_product_mapping		60011253	2417	Colombia Claro 50GB Plan (5G)	60	15	11/13/2025 05:00:00	03/13/2026 05:00:00	0.0	
cycle_product_mapping		60011256	212	Portugal NOS Unlimited Plan (5G)	90	30	11/01/2025 00:00:00	03/01/2026 00:00:00	0.0	
cycle_product_mapping		60011290	212	Bulgaria Vivacom Unlimited Plan (5G)	60	15	11/30/2025 22:00:00	03/31/2026 22:00:00	0.0	
cycle_product_mapping		60011309	262	Elisa Pool (5G)	7196	1799	11/30/2025 21:00:00	03/31/2026 21:00:00	0.0	
cycle_product_mapping		60011320	6	CA Telus Pool (5G)	3600	900	11/01/2025 07:00:00	03/01/2026 07:00:00	0.0	
cycle_product_mapping		60011321	90	India Airtel Unlimited Plan (5G)	280	70	11/30/2025 18:00:00	03/31/2026 18:00:00	0.0	23.0
cycle_product_mapping		60011347	2233	Smartone [For VIP Only]	40	10	11/20/2025 16:00:00	03/20/2026 16:00:00	0.0	
cycle_product_mapping		60011349	650	Slovenia A1 30GB Plan (5G)	40	10	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	20.0
cycle_product_mapping		60011356	2233	USA Backup-Smartone	516	129	11/21/2025 00:00:00	03/30/2026 00:00:00	0.0	
cycle_product_mapping		60011364	2254	T-Mobile Postpaid Unlimited Plan (5G)	2320	580	11/18/2025 08:00:00	03/18/2026 08:00:00	0.0	
cycle_product_mapping		60011373	2275	ATT 300GB Plan EC (PI)	144	39	11/01/2025 05:00:00	03/17/2026 05:00:00	0.0	62.0
cycle_product_mapping		60011376	2275	TMO 110GB Plan HY (WA)	100	50	11/19/2025 05:00:00	01/19/2026 05:00:00	0.0	43.0
cycle_product_mapping		60011378	2275	 AT&T 300GB Plan HX (WA)	930	461	11/24/2025 05:00:00	03/24/2026 05:00:00	0.0	62.0
cycle_product_mapping		60011379	2275	ATT 300GB Plan EC PV (PI)	146	25	11/01/2025 05:00:00	03/14/2026 05:00:00	0.0	62.0
cycle_product_mapping		60011405	2370	Romania Digi Mobil 75GB  Plan (5G)	80	20	11/30/2025 22:00:00	03/31/2026 22:00:00	0.0	10.0
cycle_product_mapping		60011408	513	Singapore SingTel  60GB Plan for VIP	2	2	11/30/2025 16:00:00	12/31/2025 16:00:00	0.0	38.0
cycle_product_mapping		60011418	2369	Argentina Claro 25GB Plan (5G)	7	7	11/16/2025 03:00:00	12/16/2025 03:00:00	0.0	
cycle_product_mapping		60011420	2233	Great China Backup-Smartone	40	10	11/21/2025 00:00:00	03/21/2026 00:00:00	0.0	
cycle_product_mapping		60011427	459	Laos Unitel 30GB Plan (5G)	20	5	11/01/2025 17:00:00	03/01/2026 17:00:00	0.0	35.0
cycle_product_mapping		60011429	2275	AT&T 300GB Plan HX HS (WA)	1	1	11/24/2025 05:00:00	12/24/2025 05:00:00	0.0	62.0
cycle_product_mapping		60011436	2275	ATT 300GB Plan AT PP (WA)	800	200	11/10/2025 05:00:00	03/10/2026 05:00:00	0.0	62.0
cycle_product_mapping		60011437	2275	ATT 300GB Plan VS PP (PI)	285	61	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	
cycle_product_mapping		60011444	2275	ATT 300GB Plan DI JL (PI)	236	59	11/16/2025 05:00:00	03/16/2026 05:00:00	0.0	
cycle_product_mapping		60011449	2275	ATT 300GB Plan PVP (WA)	427	297	11/01/2025 05:00:00	01/29/2026 05:00:00	0.0	
cycle_product_mapping		60011450	160	For Customer Big Connect Use Only	12	3	11/30/2025 17:00:00	03/31/2026 17:00:00	0.0	
cycle_product_mapping		60011454	2462	ETG Use Only	16	4	11/15/2025 16:00:00	03/15/2026 16:00:00	0.0	
cycle_product_mapping		60011462	14	Singapore SingTel 50GB Plan (5G)	240	60	11/30/2025 16:00:00	03/31/2026 16:00:00	0.0	38.15
cycle_product_mapping		60011468	2254	T-Mobile Postpaid Plan (For TC Only)	8	2	11/18/2025 08:00:00	03/18/2026 08:00:00	0.0	0.0
cycle_product_mapping		60011470	2254	AT&T Postpaid Plan (For TruConnect Only)	8	2	11/02/2025 08:00:00	03/02/2026 08:00:00	0.0	
cycle_product_mapping		60011490	616	Taiwan CHT 100GB Plan (5G) for A	277	119	11/05/2025 16:00:00	03/31/2026 16:00:00	0.0	1500.0
cycle_product_mapping		60011491	616	Taiwan Chunghwa Telecom Unlimited Plan for Testing	24	6	11/23/2025 16:00:00	03/23/2026 16:00:00	0.0	420.0
cycle_product_mapping		60011492	616	Taiwan TW Mobile Unlimited Plan for Testing	32	8	11/25/2025 16:00:00	03/25/2026 16:00:00	0.0	480.0
cycle_product_mapping		60011493	616	Taiwan FET Unlimited Plan for Testing	32	8	11/11/2025 16:00:00	03/11/2026 16:00:00	0.0	540.0
cycle_product_mapping		60011494	2275	ATT 300GB Plan DI CD (PI)	248	62	11/11/2025 05:00:00	03/11/2026 05:00:00	0.0	
cycle_product_mapping		60011500	2275	ATT 300GB Plan DI MM (PI)	224	56	11/29/2025 05:00:00	03/29/2026 05:00:00	0.0	
cycle_product_mapping		60011515	2275	ATT 300GB Plan XY PP (WA)	3329	1019	11/01/2025 05:00:00	03/28/2026 05:00:00	0.0	
cycle_product_mapping		60011516	2275	ATT 300GB Plan DI VS (PI)	328	82	11/09/2025 05:00:00	03/09/2026 05:00:00	0.0	
cycle_product_mapping		60011521	2275	TMO 300GB Plan AT (5) (WA)	400	100	11/21/2025 05:00:00	03/21/2026 05:00:00	0.0	62.0
cycle_product_mapping		60011530	3	TC Test TMO	8	2	11/01/2025 12:00:00	03/01/2026 12:00:00	0.0	
cycle_product_mapping		60011534	212	France SFR 130GB Plan (5G)	200	50	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	
cycle_product_mapping		60011535	616	Taiwan FET Unlimited Plan (5G) for A 	10	2	11/26/2025 16:00:00	03/31/2026 16:00:00	0.0	1650.0
cycle_product_mapping		60011542	573	Italy WindTre 150GB Plan (5G)	200	50	11/05/2025 23:00:00	03/05/2026 23:00:00	0.0	
cycle_product_mapping		60011545	212	Netherlands Odido 150GB Plan (5G)	148	40	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	
cycle_product_mapping		60011546	212	Israel Hot Mobile 600GB Plan (5G)	32	8	11/12/2025 22:00:00	03/12/2026 22:00:00	0.0	
cycle_product_mapping		60011552	2369	T-Mobile Prepaid Unlimited Plan (5G)	1623	623	11/14/2025 04:00:00	02/13/2026 04:00:00	0.0	
cycle_product_mapping		60011554	212	Switzerland Sunrise Unlimited Plan(5G)	144	36	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	
cycle_product_mapping		60011556	650	Bulgaria A1 Unlimited Plan (5G)	80	20	11/15/2025 21:00:00	03/15/2026 21:00:00	0.0	25.0
cycle_product_mapping		60011578	459	Laos Telecom 25GB Plan	40	10	11/07/2025 17:00:00	03/07/2026 17:00:00	0.0	30.0
cycle_product_mapping		60011579	573	Egypt Etisalat 43GB Plan (5G)	68	17	11/23/2025 22:00:00	03/23/2026 22:00:00	0.0	
cycle_product_mapping		60011585	2333	测试百宝箱60012138	4	1	11/30/2025 16:00:00	03/31/2026 16:00:00	0.0	
cycle_product_mapping		60011592	2254	AT&T Postpaid Unlimited Plan (5G)	2568	642	11/02/2025 07:00:00	03/02/2026 07:00:00	0.0	
cycle_product_mapping		60011596	212	Kenya Airtel 40GB Plan (5G)	60	15	11/30/2025 21:00:00	03/31/2026 21:00:00	0.0	
cycle_product_mapping		60011598	486	UK O2 30GB Plan (5G)	44	22	11/01/2025 00:00:00	01/01/2026 00:00:00	0.0	12.6
cycle_product_mapping		60011609	450	Vietnam Viettel 4GB/Day Plan	60	20	11/30/2025 17:00:00	02/28/2026 17:00:00	0.0	10.0
cycle_product_mapping		60011612	2275	ATT 300GB Plan SP (PI)	1276	319	11/25/2025 05:00:00	03/25/2026 05:00:00	0.0	62.0
cycle_product_mapping		60011613	573	Guam & Saipan Docomo 50GB Plan (5G)	190	48	11/30/2025 14:00:00	03/31/2026 14:00:00	0.0	
cycle_product_mapping		60011615	6	 Canada Telus 50GB Plan (5G)	3250	650	11/01/2025 00:00:00	03/01/2026 00:00:00	0.0	75.15
cycle_product_mapping		60011616	137	Indonesia Indosat 20GB Plan (5G)	200	50	11/26/2025 17:00:00	03/26/2026 17:00:00	0.0	
cycle_product_mapping		60011619	486	France Bouygues 100GB Plan (5G)	360	90	11/12/2025 22:00:00	03/12/2026 22:00:00	0.0	25.0
cycle_product_mapping		60011623	212	Spain Orange 200GB Plan (5G)	382	97	11/30/2025 22:00:00	03/31/2026 22:00:00	0.0	
cycle_product_mapping		60011624	2254	AT&T Prepaid Unlimited Plan (5G)	1582	700	11/02/2025 06:00:00	03/22/2026 06:00:00	0.0	
cycle_product_mapping		60011625	257	Italy Iliad 220GB Plan (5G)	200	50	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	
cycle_product_mapping		60011631	2369	Cambodia Smart 50GB Plan	60	15	11/30/2025 17:00:00	03/31/2026 17:00:00	0.0	
cycle_product_mapping		60011632	2349	Japan SoftBank 50GB Plan (5G)	90	30	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		60011633	2382	Japan Rakuten Pool (5G)	7988	1997	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		60011635	212	Poland Play 50GB Plan (5G)	206	116	11/14/2025 23:00:00	03/14/2026 23:00:00	0.0	
cycle_product_mapping		60011639	212	New Zealand Vodafone 40GB Plan (5G)	60	15	11/10/2025 12:00:00	03/10/2026 12:00:00	0.0	
cycle_product_mapping		60011640	212	Ukraine Vodafone Unlimited Plan (5G)	40	10	11/30/2025 22:00:00	03/31/2026 22:00:00	0.0	
cycle_product_mapping		60011641	305	Singapore StarHub 53GB Plan (5G)	188	47	11/30/2025 16:00:00	03/31/2026 16:00:00	0.0	
cycle_product_mapping		60011645	2371	UK Three 50GB Plan (5G)	75	75	11/20/2025 00:00:00	03/16/2026 00:00:00	0.0	
cycle_product_mapping		60011647	6	CA Telus Pool (5G) For GID 20757 Only	120	30	11/01/2025 07:00:00	03/01/2026 07:00:00	0.0	
cycle_product_mapping		60011651	573	Philippines Globe 52GB Plan (5G)	160	40	11/07/2025 16:00:00	03/07/2026 16:00:00	0.0	
cycle_product_mapping		60011652	2254	T-Mobile Prepaid Unlimited Plan (5G)	1000	1000	11/14/2025 06:00:00	03/14/2026 06:00:00	0.0	
cycle_product_mapping		60011653	452	Philippines Globe 50GB Plan (5G)	90	30	11/16/2025 16:00:00	02/14/2026 16:00:00	0.0	18.5
cycle_product_mapping		60011654	452	Philippines Smart 50GB Plan (5G)	300	75	11/01/2025 16:00:00	03/30/2026 16:00:00	0.0	16.0
cycle_product_mapping		60011655	573	Maldives Dhiraagu 30GB Plan (5G)	7	7	11/19/2025 19:00:00	03/18/2026 19:00:00	0.0	
cycle_product_mapping		60011664	573	Philippines Smart 55GB Plan (5G)	120	30	11/26/2025 16:00:00	03/26/2026 16:00:00	0.0	
cycle_product_mapping		60011665	2373	T-Mobile 50GB Test(Foxx Demo only)	8	2	11/01/2025 00:00:00	03/01/2026 00:00:00	0.0	
cycle_product_mapping		60011666	486	France Orange 50GB Plan (5G)	80	20	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	32.0
cycle_product_mapping		60011667	2240	Korea LG 40GB Plan	100	50	11/30/2025 15:00:00	01/31/2026 15:00:00	0.0	
cycle_product_mapping		60011671	212	Ireland Three 100GB Plan (5G)	80	20	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	
