excel_row_key	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_iccid	excel_product_name	excel_product_id	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_supplier_id	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	platform_window_source	platform_cycle_start	platform_cycle_end	platform_cycle_days	platform_calculated_days	platform_calculated_price	platform_calculated_amount	platform_calculated_amount_known	day_diff	price_diff	amount_diff	numeric_match_status	formal_match_status	platform_amount_evidence_status	platform_product_mapping_status	rule_id	platform_price_state	product_mapping_status	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count	difference_reason	source_match_status
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10029	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007688364		ATT 300GB Plan DI HY HC (WA)		Full Cycle Charge	2026-02-14	2026-03-13	2026-02-14	2026-03-13	28.0000000000	62.0000000000	62.0000000000	60011777	ATT 300GB Plan DI HY HC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012803331708409914	CYCLE_HISTORY	2026-02-14	2026-03-13	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#1003	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144064213379		AT&T 125GB Plan ATM RA (WA)		New Activation: Prorated-in Charge	2026-02-04	2026-03-03	2026-02-24	2026-03-03	8.0000000000	43.0000000000	12.2857142857	600111145	AT&T 150GB Plan ATM RA (WA)	2275	43.0000000000	43.0000000000	GMT-5	89014103334461310389	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	8.0000000000	43.0000000000	12.285714		0E-9	0E-9	0.000000	NUMERIC_MATCH	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW	R_DAILY_PRORATED_NEW_ACTIVATION	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	3	2	3	2	2	0	0	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW_CANDIDATES	MISSING_MAPPING
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10034	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007689571		ATT 100GB Plan EC (WA)		Full Cycle Charge	2026-02-22	2026-03-21	2026-02-22	2026-03-21	28.0000000000	43.0000000000	43.0000000000	600111136	ATT 100GB Plan EC (WA)	2275	43.0000000000	43.0000000000	GMT-5	89012803331708518607	CYCLE_HISTORY	2026-02-22	2026-03-21	28.0000000000	28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10040	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007777784		ATT 300GB Plan EC (WA)		Full Cycle Charge	2026-02-17	2026-03-16	2026-02-17	2026-03-16	28.0000000000	62.0000000000	62.0000000000	60011373	ATT 300GB Plan EC (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012803331708153751	CYCLE_HISTORY	2026-02-17	2026-03-16	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10042	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007780036		ATT 60GB Plan AT SDP		Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000	600111142	ATT 60GB Plan AT SDP (WA)	2275	32.0000000000	32.0000000000	GMT-5	89012803331708334740	CYCLE_HISTORY	2026-02-10	2026-03-09	28.0000000000	28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10048	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007781853		ATT 60GB Plan AT SDP		Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000	600111142	ATT 60GB Plan AT SDP (WA)	2275	32.0000000000	32.0000000000	GMT-5	89012803331708334443	CYCLE_HISTORY	2026-02-10	2026-03-09	28.0000000000	28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10052	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007782379		ATT 300GB Plan DF (WA)		Full Cycle Charge	2026-02-26	2026-03-25	2026-02-26	2026-03-25	28.0000000000	62.0000000000	62.0000000000	60011981	ATT 300GB Plan DF (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012803331708502866	CYCLE_HISTORY	2026-02-26	2026-03-25	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10056	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007782630		ATT 300GB Plan DF (2) (WA)		Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000	60011922	ATT 300GB Plan DF (2) (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012803331708503054	CYCLE_HISTORY	2026-02-01	2026-02-28	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10057	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007782887		ATT 300GB Plan DF (WA)		Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000	60011981	ATT 300GB Plan DF (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012803331708503237	CYCLE_HISTORY	2026-02-12	2026-03-11	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10069	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007786045		ATT 60GB Plan AT SDP		Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000	600111142	ATT 60GB Plan AT SDP (WA)	2275	32.0000000000	32.0000000000	GMT-5	89012803331708334377	CYCLE_HISTORY	2026-02-10	2026-03-09	28.0000000000	28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10074	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007786910		ATT 300GB Plan VS PP (WA)		Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000	60011437	ATT 300GB Plan VS PP (PI)	2275		62.0000000000	GMT-5	89012803331708875296	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#1008	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144064213616		ATT 300GB Plan XY PP (WA)		Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)	2275		62.0000000000	GMT-5	89014103334461531638	CYCLE_HISTORY	2026-02-01	2026-02-28	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	2	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#1009	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144064213621		ATT 300GB Plan XY PP (WA)		Full Cycle Charge	2026-02-22	2026-03-21	2026-02-22	2026-02-28	28.0000000000	62.0000000000	62.0000000000	60011515	ATT 300GB Plan XY PP (WA)	2275		62.0000000000	GMT-5	89014103334461531257	CYCLE_HISTORY	2026-02-22	2026-03-21	28.0000000000	7.0000000000	62.0000000000	62.000000	62.000000	-21.000000000	0E-9	0.000000	NUMERIC_DIFF	UNRESOLVED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	2	0	0	DAY_DIFF	UNRESOLVED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10092	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007789840		ATT 60GB Plan AT SDP		Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000	600111142	ATT 60GB Plan AT SDP (WA)	2275	32.0000000000	32.0000000000	GMT-5	89012803331708345969	CYCLE_HISTORY	2026-02-10	2026-03-09	28.0000000000	28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10099	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007880427		ATT 300GB Plan VS PP (WA)		Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000	60011437	ATT 300GB Plan VS PP (PI)	2275		62.0000000000	GMT-5	89012803331708875288	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#101	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901143008439742		AT&T 125GB Plan ATM RA (WA)		New Activation: Prorated-in Charge	2026-02-04	2026-03-03	2026-02-19	2026-03-03	29.0000000000	43.0000000000	44.5357142857	600111145	AT&T 150GB Plan ATM RA (WA)	2275	43.0000000000	43.0000000000	GMT-5	89014103273803479249	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	13.0000000000	43.0000000000	19.964286		-16.000000000	0E-9	-24.571428	NUMERIC_DIFF	MISSING_DATA	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	PROVEN_BY_PLATFORM_IMSI	R_DAILY_PRORATED_NEW_ACTIVATION	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	1	1	1	0	0	0	0	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	MISSING_DATA
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10103	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007883168		ATT 300GB Plan VS PP (WA)		Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000	60011437	ATT 300GB Plan VS PP (PI)	2275		62.0000000000	GMT-5	89012803331708875338	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10104	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007884284		ATT 300GB Plan VS PP (WA)		Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000	60011437	ATT 300GB Plan VS PP (PI)	2275		62.0000000000	GMT-5	89012803331708875270	CYCLE_HISTORY	2026-02-04	2026-03-03	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10118	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821026790598		ATT 300GB Plan DF (WA)		Full Cycle Charge	2026-02-19	2026-03-18	2026-02-19	2026-03-18	28.0000000000	62.0000000000	62.0000000000	60011981	ATT 300GB Plan DF (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012804331629750668	CYCLE_HISTORY	2026-02-19	2026-03-18	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10120	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821026796304		ATT 300GB Plan DF (WA)		Full Cycle Charge	2026-02-19	2026-03-18	2026-02-19	2026-03-18	28.0000000000	62.0000000000	62.0000000000	60011981	ATT 300GB Plan DF (PI)	2275	62.0000000000	62.0000000000	GMT-5	89012804331629750627	CYCLE_HISTORY	2026-02-19	2026-03-18	28.0000000000	28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	R_FULL_CYCLE_MONTHLY	ONE_PRICE	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0	NO_DIFFERENCE	MATCHED
