excel_row_key	platform_fact_key	record_side	source_match_status	numeric_match_status	formal_match_status	platform_amount_evidence_status	platform_product_mapping_status	difference_reason	reconciliation_billing_month	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_product_id	excel_product_name	charge_type	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_supplier_id	platform_monthly_rent	platform_package_price	platform_time_zone	platform_iccid	platform_cycle_start	platform_cycle_end	platform_cycle_days	platform_calculated_days	platform_calculated_price	platform_calculated_amount	platform_calculated_amount_known	day_diff	price_diff	amount_diff	rule_id	product_mapping_status	platform_candidate_count	platform_candidate_product_count	platform_candidate_window_count	activation_event_count	offstock_event_count	replacement_event_count	transfer_event_count
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10029		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007688364		ATT 300GB Plan DI HY HC (WA)	Full Cycle Charge	2026-02-14	2026-03-13	2026-02-14	2026-03-13	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#1003		EXCEL_DETAIL	MISSING_MAPPING	NUMERIC_MATCH	MISSING_MAPPING	PRODUCT_MAPPING_NOT_PROVEN	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW	MULTIPLE_PLATFORM_PRODUCT_OR_WINDOW_CANDIDATES	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144064213379		AT&T 125GB Plan ATM RA (WA)	New Activation: Prorated-in Charge	2026-02-04	2026-03-03	2026-02-24	2026-03-03	8.0000000000	43.0000000000	12.2857142857											8.0000000000	43.0000000000	12.285714		0E-9	0E-9	0.000000	R_DAILY_PRORATED_NEW_ACTIVATION	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	3	2	3	2	2	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10034		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007689571		ATT 100GB Plan EC (WA)	Full Cycle Charge	2026-02-22	2026-03-21	2026-02-22	2026-03-21	28.0000000000	43.0000000000	43.0000000000											28.0000000000	43.0000000000	43.000000	43.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10040		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007777784		ATT 300GB Plan EC (WA)	Full Cycle Charge	2026-02-17	2026-03-16	2026-02-17	2026-03-16	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10042		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007780036		ATT 60GB Plan AT SDP	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000											28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10048		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007781853		ATT 60GB Plan AT SDP	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000											28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10052		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007782379		ATT 300GB Plan DF (WA)	Full Cycle Charge	2026-02-26	2026-03-25	2026-02-26	2026-03-25	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10056		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007782630		ATT 300GB Plan DF (2) (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10057		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007782887		ATT 300GB Plan DF (WA)	Full Cycle Charge	2026-02-12	2026-03-11	2026-02-12	2026-03-11	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10069		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007786045		ATT 60GB Plan AT SDP	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000											28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10074		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007786910		ATT 300GB Plan VS PP (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#1008		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144064213616		ATT 300GB Plan XY PP (WA)	Full Cycle Charge	2026-02-01	2026-02-28	2026-02-01	2026-02-28	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	2	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#1009		EXCEL_DETAIL	UNRESOLVED	NUMERIC_DIFF	UNRESOLVED	KNOWN	PROVEN_BY_PLATFORM_IMSI	DAY_DIFF	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901144064213621		ATT 300GB Plan XY PP (WA)	Full Cycle Charge	2026-02-22	2026-03-21	2026-02-22	2026-02-28	28.0000000000	62.0000000000	62.0000000000											7.0000000000	62.0000000000	62.000000	62.000000	-21.000000000	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	2	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10092		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007789840		ATT 60GB Plan AT SDP	Full Cycle Charge	2026-02-10	2026-03-09	2026-02-10	2026-03-09	28.0000000000	32.0000000000	32.0000000000											28.0000000000	32.0000000000	32.000000	32.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10099		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007880427		ATT 300GB Plan VS PP (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#101		EXCEL_DETAIL	MISSING_DATA	NUMERIC_DIFF	MISSING_DATA	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	PROVEN_BY_PLATFORM_IMSI	NO_ACTIVATION_EVENT_IN_PLATFORM_LOG	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901143008439742		AT&T 125GB Plan ATM RA (WA)	New Activation: Prorated-in Charge	2026-02-04	2026-03-03	2026-02-19	2026-03-03	29.0000000000	43.0000000000	44.5357142857											13.0000000000	43.0000000000	19.964286		-16.000000000	0E-9	-24.571428	R_DAILY_PRORATED_NEW_ACTIVATION	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	1	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10103		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007883168		ATT 300GB Plan VS PP (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10104		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821007884284		ATT 300GB Plan VS PP (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10118		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821026790598		ATT 300GB Plan DF (WA)	Full Cycle Charge	2026-02-19	2026-03-18	2026-02-19	2026-03-18	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10120		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821026796304		ATT 300GB Plan DF (WA)	Full Cycle Charge	2026-02-19	2026-03-18	2026-02-19	2026-03-18	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10121		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821026867253		ATT 300GB Plan DI PV (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10124		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821026893504		ATT 300GB Plan DI PV (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10132		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821027051962		ATT 300GB Plan DI PV (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10133		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821027150064		ATT 300GB Plan DI PV 5G (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_EXACT_ONLY	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10134		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821027150443		ATT 300GB Plan DI PV (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10164		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821036105365		ATT 300GB Plan DI PV (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx#10165		EXCEL_DETAIL	MATCHED	NUMERIC_MATCH	MATCHED	KNOWN	PROVEN_BY_PLATFORM_IMSI	NO_DIFFERENCE	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	2026-02	083901821036106901		ATT 300GB Plan DI PV (WA)	Full Cycle Charge	2026-02-04	2026-03-03	2026-02-04	2026-03-03	28.0000000000	62.0000000000	62.0000000000											28.0000000000	62.0000000000	62.000000	62.000000	0E-9	0E-9	0.000000	R_FULL_CYCLE_MONTHLY	EXCEL_PRODUCT_ID_NULL_NAME_MISMATCH	2	1	1	0	0	0	0
