result_section	row_type	excel_row_id	excel_source_file	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	snapshot_lifecycle_status_values	snapshot_dispatch_status_values
ROW_LEVEL	EXCEL_DETAIL	12588	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006059523		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12589	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006059690		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12590	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006150061		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12591	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006150094		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12592	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006150489				ATT 300GB Plan EC PV (WA)		Full Cycle Charge		2025-12-14	2026-01-13	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY							
ROW_LEVEL	EXCEL_DETAIL	12593	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006151882		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12594	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006152217		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12595	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006152946		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12596	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006153179				ATT 300GB Plan EC PV (WA)		Full Cycle Charge		2025-12-14	2026-01-13	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY							
ROW_LEVEL	EXCEL_DETAIL	12597	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006154669		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12598	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006155190				ATT 300GB Plan EC PV (WA)		Full Cycle Charge		2025-12-14	2026-01-13	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY							
ROW_LEVEL	EXCEL_DETAIL	12599	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006155618		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12600	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006156605		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12601	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006157964		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12602	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006158974		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12603	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006250758		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12604	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006251324		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12605	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006251518		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12606	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006252838		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12607	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006254144		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12608	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006254209		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12609	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006254842				ATT 300GB Plan EC PV (WA)		Full Cycle Charge		2025-12-14	2026-01-13	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY							
ROW_LEVEL	EXCEL_DETAIL	12610	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006255133		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12611	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006255319		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12612	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006258532		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
ROW_LEVEL	EXCEL_DETAIL	12613	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	083901144006259058		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26.000000000000	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable
