result_section	row_type	excel_row_id	excel_source_file	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	snapshot_lifecycle_status_values	snapshot_dispatch_status_values	platform_only_row_id
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139198		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Depleted,Ready	Available,Dispatched,Unavailable	10022
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139290		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready,Removed	Available,Dispatched,Unavailable	10023
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139351		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10024
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139363		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10025
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139513		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10026
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139765		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10027
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139933		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10028
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070139996		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10029
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070230297		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10030
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070230315		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10031
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070230498		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Depleted,Ready	Available,Dispatched,Unavailable	10032
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070230507		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10033
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070230572		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Ready,Removed	Dispatched,Unavailable	10034
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070230579		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10035
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231171		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10036
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231248		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10037
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231284		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10038
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231354		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10039
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231372		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10040
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231480		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10041
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231491		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready,Removed	Available,Dispatched,Unavailable	10042
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231648		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10043
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070231693		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10044
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070232024		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10045
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070232087		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10046
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070232141		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10047
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070232322		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10048
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070233147		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10049
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070233227		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Ready,Removed	Dispatched,Unavailable	10050
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070233377		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10051
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070233526		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10052
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070233671		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10053
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070234310		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10054
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070234576		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready,Removed	Available,Dispatched,Unavailable	10055
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070235017		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10056
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070235206		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10057
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070235439		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Depleted,Ready	Available,Dispatched,Unavailable	10058
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070235682		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Ready	Available,Dispatched,Unavailable	10059
ROW_LEVEL	PLATFORM_ONLY			2026-01		083901624070235691		60011887	2275		TMO 150GB Plan AT (1) (B) (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01			Cooling,Depleted,Ready	Available,Dispatched,Unavailable	10060
