result_section	row_grain	row_count	distinct_imsi_count	excel_row_id	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	cycle_best_candidate_count	cycle_best_candidate_product_count	cycle_best_candidate_product_ids	platform_price_value_count	platform_price_values	snapshot_product_count	snapshot_platform_product_ids	snapshot_lifecycle_status_values	snapshot_dispatch_status_values	excel_offstock_date	excel_new_card_imsi_replacement	excel_old_card_imsi_replaced	platform_only_row_id
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065512440		600111150	2275		AT&T 150GB Plan SP RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-25	2026-02-25										Ready	Available				5011
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065512453		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5012
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065512460		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Ready	Available,Dispatched,Unavailable				5013
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065512483		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5014
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065512496		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5015
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065512569		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Ready	Available,Dispatched,Unavailable				5016
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513005		600111150	2275		AT&T 150GB Plan SP RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-25	2026-02-25										Cooling,Ready	Available,Unavailable				5017
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513011		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5018
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513026		60011378	2275		 AT&T 300GB Plan HX (WA)	PLATFORM_ONLY					32.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-01-24										Cooling,Ready,Suspended	Available,Dispatched,Unavailable				5019
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513126		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready,Removed	Available,Dispatched,Unavailable				5020
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513183		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Depleted,Ready	Available,Dispatched,Unavailable				5021
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513316		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Ready	Available,Dispatched,Unavailable				5022
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513371		60011378	2275		 AT&T 300GB Plan HX (WA)	PLATFORM_ONLY					32.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-01-24										Ready,Ready for Removal,Suspended	Dispatched,Unavailable				5023
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513416		60011515	2275		ATT 300GB Plan XY PP (WA)	PLATFORM_ONLY					64.000000000000								RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-04	2026-02-04										Cooling,Ready	Available,Dispatched,Unavailable				5024
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513460		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5025
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513474		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5026
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513498		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready,Removed	Available,Dispatched,Unavailable				5027
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513534		60011378	2275		 AT&T 300GB Plan HX (WA)	PLATFORM_ONLY					32.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-01-24										Cooling,Ready,Suspended	Available,Dispatched,Unavailable				5028
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513538		60011515	2275		ATT 300GB Plan XY PP (WA)	PLATFORM_ONLY					64.000000000000								RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01										Cooling,Ready	Available,Dispatched,Unavailable				5029
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065513572		60011378	2275		 AT&T 300GB Plan HX (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Dispatched				5030
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514007		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Ready	Available,Dispatched,Unavailable				5031
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514008		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5032
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514079		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5033
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514102		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Ready	Available,Dispatched,Unavailable				5034
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514124		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Depleted,Ready	Available,Dispatched,Unavailable				5035
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514135		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					32.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-01-24										Ready,Suspended	Available,Dispatched,Unavailable				5036
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514154		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5037
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514164		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					32.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-01-24										Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable				5038
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514209		600111150	2275		AT&T 150GB Plan SP RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-25	2026-02-25										Ready	Available				5039
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514239		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Dispatched				5040
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514255		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5041
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514270		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Depleted,Ready	Available,Dispatched,Unavailable				5042
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514331		600111150	2275		AT&T 150GB Plan SP RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-25	2026-02-25										Ready	Available				5043
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514344		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5044
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514451		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched,Dispatching				5045
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514471		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Depleted,Ready	Available,Dispatched,Unavailable				5046
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514501		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5047
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514516		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Ready	Available,Dispatched,Unavailable				5048
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514532		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready	Available,Dispatched				5049
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514546		60011672	2275		AT&T 300GB Plan HX RT (WA)	PLATFORM_ONLY					64.000000000000		62.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-02-24										Ready,Removed	Available,Dispatched,Unavailable				5050
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065514562		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Ready	Available,Dispatched,Unavailable				5051
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515044		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Ready	Available,Dispatched,Unavailable				5052
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515090		600111138	2275		AT&T 100GB Plan RA (WA)	PLATFORM_ONLY					64.000000000000		43.000000000000						RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-06	2026-02-06										Cooling,Ready	Available,Dispatched,Unavailable				5053
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515159		60011515	2275		ATT 300GB Plan XY PP (WA)	PLATFORM_ONLY					64.000000000000								RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-01	2026-02-01										Cooling,Ready	Available,Dispatched,Unavailable				5054
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515249		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Ready	Available,Dispatched,Unavailable				5055
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515269		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Ready	Available,Dispatched,Unavailable				5056
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515294		600111145	2275		AT&T 150GB Plan ATM RA (WA)	PLATFORM_ONLY					32.000000000000		43.000000000000		43.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2026-01-04	2026-02-04										Cooling,Depleted,Ready	Available,Dispatched,Unavailable				5057
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515355		60011515	2275		ATT 300GB Plan XY PP (WA)	PLATFORM_ONLY					64.000000000000								RULE_PLATFORM_CYCLE_WINDOW	UNRESOLVED_MULTIPLE_PLATFORM_CYCLES	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-19	2026-02-19										Cooling,Ready	Dispatched,Unavailable				5058
ROW_LEVEL_REVISION	platform_candidate_row	1	1			2026-01	2026-01		083901144065515409		60011378	2275		 AT&T 300GB Plan HX (WA)	PLATFORM_ONLY					32.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-24	2026-01-24										Cooling,Ready,Suspended	Dispatched,Unavailable				5059
