result_type	observed_cycle_month	product_id	row_count	imsi_count	min_cycle_start_ts	max_cycle_end_ts	min_cycle_package_price	max_cycle_package_price	distinct_cycle_package_price_count	distinct_time_zone_count	imsi	cycle_start_ts	cycle_end_ts	cycle_package_price
CYCLE_PRODUCT_MONTH	2025-08	60011732	1	1	08/09/2025 05:00:00	09/09/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011777	40	40	08/14/2025 05:00:00	09/14/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011783	294	294	08/02/2025 05:00:00	09/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011784	1	1	08/05/2025 05:00:00	09/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011785	268	268	08/05/2025 05:00:00	09/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011797	5	5	08/09/2025 05:00:00	09/09/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011815	393	393	08/19/2025 05:00:00	09/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011817	20	20	08/01/2025 05:00:00	09/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011828	1205	1205	08/22/2025 05:00:00	09/22/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011838	255	255	08/01/2025 05:00:00	09/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011839	227	227	08/01/2025 05:00:00	09/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011843	654	654	08/09/2025 05:00:00	09/26/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011856	95	95	08/17/2025 05:00:00	09/17/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011858	273	273	08/04/2025 05:00:00	09/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011859	71	71	08/05/2025 05:00:00	09/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011860	480	141	08/01/2025 05:00:00	09/13/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011875	139	139	08/14/2025 05:00:00	09/14/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011878	240	240	08/12/2025 05:00:00	09/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011882	606	606	08/01/2025 05:00:00	09/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011883	330	330	08/12/2025 05:00:00	09/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011884	444	444	08/06/2025 05:00:00	09/06/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011886	40	40	08/30/2025 05:00:00	09/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011887	400	400	08/01/2025 05:00:00	09/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011888	398	398	08/01/2025 05:00:00	09/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011889	600	600	08/01/2025 05:00:00	09/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011890	202	202	08/16/2025 05:00:00	09/16/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011891	114	114	08/18/2025 05:00:00	09/18/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011892	18	18	08/01/2025 05:00:00	09/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011893	240	240	08/12/2025 05:00:00	09/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011921	152	152	08/18/2025 05:00:00	09/18/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011922	138	138	08/01/2025 05:00:00	09/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011981	332	332	08/01/2025 05:00:00	09/26/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011986	114	114	08/05/2025 05:00:00	09/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011987	10	10	08/13/2025 05:00:00	09/23/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011989	5	5	08/25/2025 05:00:00	09/25/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011990	1003	1003	08/05/2025 05:00:00	09/22/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011992	139	139	08/04/2025 05:00:00	09/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-08	60011993	89	89	08/23/2025 05:00:00	09/23/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111002	286	286	09/04/2025 05:00:00	10/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111005	1	1	09/22/2025 05:00:00	10/22/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111069	2	1	09/24/2025 00:00:00	10/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111072	1	1	09/18/2025 05:00:00	10/18/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111073	1	1	09/02/2025 05:00:00	10/02/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111074	1	1	09/19/2025 05:00:00	10/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111075	1	1	09/04/2025 05:00:00	10/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111077	1	1	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111078	1	1	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111080	2	1	09/24/2025 00:00:00	10/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111083	1	1	09/19/2025 05:00:00	10/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111084	1	1	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111085	1	1	09/04/2025 05:00:00	10/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111086	1	1	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111087	275	275	09/04/2025 00:00:00	10/04/2025 00:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	600111093	39	39	09/13/2025 05:00:00	10/17/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011376	50	50	09/19/2025 05:00:00	10/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011378	120	120	09/23/2025 05:00:00	10/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011429	1	1	09/24/2025 05:00:00	10/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011436	200	200	09/10/2025 05:00:00	10/10/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011437	42	42	09/04/2025 05:00:00	10/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011444	22	11	09/01/2025 05:00:00	10/16/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011449	407	407	09/02/2025 05:00:00	10/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011494	124	62	09/01/2025 05:00:00	10/11/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011500	112	56	09/01/2025 05:00:00	10/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011515	753	753	09/01/2025 05:00:00	10/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011516	164	82	09/01/2025 05:00:00	10/09/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011521	100	100	09/21/2025 05:00:00	10/21/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011543	3	3	09/24/2025 05:00:00	10/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011612	319	319	09/25/2025 05:00:00	10/25/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011672	4346	2173	09/23/2025 00:00:00	10/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011687	255	255	09/25/2025 05:00:00	10/25/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011690	45	45	09/10/2025 05:00:00	10/10/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011691	16	16	09/07/2025 05:00:00	10/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011777	40	40	09/14/2025 05:00:00	10/14/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011783	284	284	09/02/2025 05:00:00	10/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011785	379	379	09/05/2025 05:00:00	10/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011815	393	393	09/19/2025 05:00:00	10/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011817	68	68	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011828	619	619	09/22/2025 05:00:00	10/22/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011838	255	255	09/01/2025 05:00:00	10/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011839	227	227	09/01/2025 05:00:00	10/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011843	660	660	09/09/2025 05:00:00	10/26/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011858	273	273	09/04/2025 05:00:00	10/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011859	30	30	09/05/2025 05:00:00	10/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011860	142	142	09/10/2025 05:00:00	10/10/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011875	139	139	09/14/2025 05:00:00	10/14/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011878	240	240	09/12/2025 05:00:00	10/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011882	604	604	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011883	330	330	09/12/2025 05:00:00	10/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011884	444	444	09/06/2025 05:00:00	10/06/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011886	40	40	09/30/2025 05:00:00	10/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011887	400	400	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011888	398	398	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011889	600	600	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011890	202	202	09/16/2025 05:00:00	10/16/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011891	115	115	09/18/2025 05:00:00	10/18/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011892	18	18	09/01/2025 05:00:00	10/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011893	240	240	09/12/2025 05:00:00	10/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011921	153	153	09/18/2025 05:00:00	10/18/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011922	138	138	09/01/2025 05:00:00	10/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011981	331	331	09/01/2025 05:00:00	10/26/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011986	114	114	09/05/2025 05:00:00	10/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011989	5	5	09/25/2025 05:00:00	10/25/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011990	31	31	09/05/2025 05:00:00	10/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011992	139	139	09/04/2025 05:00:00	10/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-09	60011993	89	89	09/23/2025 05:00:00	10/23/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111002	287	287	10/04/2025 05:00:00	11/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111005	1	1	10/22/2025 05:00:00	11/22/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111069	1	1	10/24/2025 05:00:00	11/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111072	1	1	10/04/2025 05:00:00	11/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111074	1	1	10/19/2025 05:00:00	11/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111075	1	1	10/04/2025 05:00:00	11/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111077	1	1	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111078	1	1	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111080	1	1	10/24/2025 05:00:00	11/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111082	1	1	10/04/2025 05:00:00	11/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111083	1	1	10/19/2025 05:00:00	11/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111084	1	1	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111085	1	1	10/04/2025 05:00:00	11/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111086	1	1	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111087	550	275	10/04/2025 00:00:00	11/04/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111093	39	39	10/13/2025 05:00:00	11/17/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111103	1	1	10/12/2025 05:00:00	11/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	600111107	2	2	10/16/2025 05:00:00	11/16/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011373	21	21	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011376	50	50	10/19/2025 05:00:00	11/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011378	465	461	10/23/2025 05:00:00	11/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011429	1	1	10/24/2025 05:00:00	11/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011436	200	200	10/10/2025 05:00:00	11/10/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011437	42	42	10/04/2025 05:00:00	11/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011444	59	59	10/16/2025 05:00:00	11/16/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011449	497	497	10/02/2025 05:00:00	11/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011494	124	62	10/01/2025 05:00:00	11/11/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011500	56	56	10/29/2025 05:00:00	11/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011515	748	748	10/01/2025 05:00:00	11/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011516	82	82	10/09/2025 05:00:00	11/09/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011521	100	100	10/21/2025 05:00:00	11/21/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011612	319	319	10/25/2025 05:00:00	11/25/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011672	1809	1724	10/23/2025 05:00:00	11/24/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011687	1	1	10/25/2025 05:00:00	11/25/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011690	54	50	10/05/2025 05:00:00	11/10/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011777	40	40	10/14/2025 05:00:00	11/14/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011783	284	284	10/02/2025 05:00:00	11/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011785	379	379	10/05/2025 05:00:00	11/05/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011815	393	393	10/19/2025 05:00:00	11/19/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011817	68	68	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011818	1	1	10/30/2025 05:00:00	11/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011828	619	619	10/22/2025 05:00:00	11/22/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011838	253	253	10/01/2025 05:00:00	11/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011839	227	227	10/01/2025 05:00:00	11/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011843	662	660	10/09/2025 05:00:00	11/26/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011858	273	273	10/04/2025 05:00:00	11/29/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011859	27	27	10/05/2025 05:00:00	11/27/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011860	142	142	10/10/2025 05:00:00	11/10/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011875	100	100	10/14/2025 05:00:00	11/14/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011878	260	260	10/12/2025 05:00:00	11/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011882	601	601	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011883	330	330	10/12/2025 05:00:00	11/12/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011884	444	444	10/06/2025 05:00:00	11/06/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011886	40	40	10/30/2025 05:00:00	11/30/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011887	400	400	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011888	134	134	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011889	537	537	10/01/2025 05:00:00	11/01/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011890	202	202	10/16/2025 05:00:00	11/16/2025 05:00:00	0E-12	0E-12	1	1				
CYCLE_PRODUCT_MONTH	2025-10	60011891	115	115	10/18/2025 05:00:00	11/18/2025 05:00:00	0E-12	0E-12	1	1				
