billing_month	imsi	invoice_line_no	excel_product_id	excel_product_name	excel_iccid	charge_type	join_status	xl_start_d	xl_end_d	xl_days	xl_rate	xl_charge	candidate_rule	candidate_start_d	candidate_end_d	candidate_days	candidate_days_plus1_minus1	candidate_days_activation_end_inclusive	platform_calculated_days	platform_calculated_price	platform_calculated_amount	days_difference	price_difference	amount_difference	candidate_window_status	wa_product_ids_observed	wa_product_names_observed	wa_package_prices_observed	wa_product_create_times_observed	wa_product_modify_times_observed	product_mapping_status	platform_price_status	day_validation_status	price_validation_status	event_window_start_ts	event_window_end_ts	cycle_start_d5	max_cycle_end_d	offstock_d5	activation_d5	source_file
2025-10	083901144012071798	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012071871	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012071922	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012072386	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22	2025-11-21		01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012072489	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012072493	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012072858	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22	2025-11-21		01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012073163	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012073281	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012073363	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22	2025-11-21		01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012073710	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074329	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074389	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074497	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074542	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22	2025-11-21		01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074599	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074639	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012074784	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012075014	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012075062	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012075511	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
2025-10	083901144012075585	1		ATT 300GB Plan AX (WA)		Full Cycle Charge	MATCHED	2025-10-22	2025-11-21	31.0	62.0	62.0	G_FULL_MONTH_CALENDAR	2025-10-01	2025-10-31	31			31	62.0	62.0	0.0	0.0	0.0	CANDIDATE_WINDOW_VALID	60011828	ATT 300GB Plan AX (WA)	62.0	2024-06-13 17:41:15	2025-10-15 09:48:24	MISSING_MAPPING_EXCEL_PRODUCT_ID	UNRESOLVED_NO_HISTORICAL_PRICE_EFFECTIVE_CONDITION	EXACT_DAY_MATCH	PRICE_MATCH_OBSERVED	05/01/2025 00:00:00	01/15/2026 00:00:00	2025-10-22	2025-11-22			01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx
