billing_month	imsi	invoice_line_count	invoice_amount	join_status	validation_status
2025-09	083901143008922570	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922574	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922575	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922576	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922577	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922578	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922583	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922585	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922588	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922591	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922593	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008922594	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923526	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923530	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923531	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923532	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923546	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923551	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923553	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923558	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923565	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923568	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923574	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923577	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923581	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143008923584	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044920714	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044920727	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044920778	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044920786	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044920796	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044921706	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044921735	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044921753	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044921767	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044929617	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044929652	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901143044929658	1	14.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144004491727	2	106.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144004696834	2	106.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144004897746	2	106.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012070041	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012070388	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012070803	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012070872	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071007	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071025	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071038	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071441	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071454	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071676	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071798	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071871	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012071922	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012072386	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012072489	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012072493	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012072858	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012073163	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012073281	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012073363	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012073710	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074329	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074389	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074497	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074542	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074599	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074639	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012074784	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075014	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075062	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075511	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075585	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075625	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075665	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075858	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012075895	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012076033	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012076240	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012076257	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012076364	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012076634	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012076742	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012077150	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012077204	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012077405	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012077409	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012077457	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012077670	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012078350	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012078467	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012078664	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012078751	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012078777	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012078786	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012079003	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012079265	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012079439	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012079452	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012079969	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012170287	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012170392	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012170597	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012170709	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012171381	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012171450	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012171508	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012171940	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172068	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172166	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172213	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172243	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172315	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172668	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012172796	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173034	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173207	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173412	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173491	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173511	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173602	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173643	1	40.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173771	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173897	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012173971	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174076	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174341	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174778	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174815	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174895	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174918	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012174929	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012175656	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012175661	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012176160	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012176190	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012176756	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012176782	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012176985	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012177288	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012177639	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178082	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178249	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178293	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178394	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178408	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178658	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178660	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012178833	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179048	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179319	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179499	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179635	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179709	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179821	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179903	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179926	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179990	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012179996	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012271235	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012271289	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012272175	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012272219	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012272274	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012274074	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012275131	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012276044	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012276070	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012276251	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012276282	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012277127	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012277138	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012278040	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012278045	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012278085	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012279239	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012279277	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460238	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460419	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460431	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460605	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460682	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460709	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012460757	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461227	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461595	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461736	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461798	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461829	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461892	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012461911	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012462306	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012463212	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012463812	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012463947	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012464334	1	10.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012464415	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012464654	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012464710	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012464862	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012464889	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465242	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465274	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465419	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465495	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465648	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465681	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465809	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465854	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012465971	1	40.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012466795	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012466877	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012467708	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012467867	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012468581	1	10.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012468779	2	104.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
2025-09	083901144012469154	1	42.0	WA_ONLY	MISSING_DATA_PLATFORM_SNAPSHOT
