billing_month	imsi	presence_days	first_seen_d	last_seen_d	base_presence_days	min_cycle_start_ts_raw	max_cycle_start_ts_raw	min_cycle_end_ts_raw	max_cycle_end_ts_raw	min_cycle_start_after_month_start	max_cycle_end_d	distinct_product_id_count	wa_product_id_count	missing_product_id_count	distinct_wa_package_price_count	wa_package_prices_observed	wa_product_ids_observed	platform_scope_status	platform_price_if_unique	cycle_event_count_all_window	cycle_event_count_in_month	cycle_start_d5	offstock_event_count_in_month	offstock_d5	activation_d5	activation_event_count_in_window
2025-10	082903300029092800	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092801	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092810	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092811	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092832	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092842	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092880	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082903300029092890	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672085458	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672085468	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086401	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086411	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086421	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086431	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086441	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086451	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086460	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086461	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086470	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086471	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086477	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086480	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082904100672086490	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082905990009723477	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082905990016850838	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082905990056138095	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082905990056720549	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082905990056921999	31	2025-10-01	2025-10-31	31							1	0	0	0			NON_WA_OR_UNMAPPED		0	0		0			0
2025-10	082906101009950200	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950201	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950202	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950203	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950204	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950210	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950211	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950212	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950213	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950214	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950220	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950221	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950222	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950223	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950224	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950230	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950231	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950232	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950233	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950234	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950240	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950241	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950242	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950243	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950244	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950250	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950251	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950252	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950253	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950254	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950260	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950261	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950262	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950263	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950264	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950270	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950271	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950272	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950273	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950274	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950280	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950281	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950282	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950283	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950284	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950290	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950291	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950292	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950293	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101009950294	31	2025-10-01	2025-10-31	31	09/13/2025 16:00:00	10/13/2025 16:00:00	10/13/2025 15:59:59	11/12/2025 15:59:59	2025-10-13	2025-11-12	1	0	0	0			NON_WA_OR_UNMAPPED		7	1	2025-10-13	0		2025-07-15	1
2025-10	082906101049812700	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812701	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812702	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812703	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812704	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812705	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812706	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812707	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812708	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812709	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812710	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812711	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812712	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812713	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812714	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812715	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812716	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812717	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812718	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812719	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812720	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812721	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812722	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812723	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812724	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
2025-10	082906101049812725	17	2025-10-15	2025-10-31	17	09/30/2025 23:00:00	10/31/2025 23:00:00	10/31/2025 22:59:59	11/30/2025 22:59:59	2025-10-31	2025-11-30	1	0	0	0			NON_WA_OR_UNMAPPED		5	1	2025-10-31	0		2025-10-15	1
