source_file	imsi	charge_type	cycle_start_date	cycle_end_date	new_activation_date	offstock_date	final_start_date	final_end_date	excel_days	excel_price	excel_amount	product_name
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901143008920525	Partial Charge (Activated AUG)	2025-08-17	2025-09-16			2025-09-01	2025-09-09	7.000000000000	62.000000000000	14.000000000000	60011856|ATT 300GB Plan JM (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901143008920531	Partial Charge (Activated AUG)	2025-08-17	2025-09-16			2025-09-01	2025-09-09	7.000000000000	62.000000000000	14.000000000000	60011856|ATT 300GB Plan JM (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901143008920536	Partial Charge (Activated AUG)	2025-08-17	2025-09-16			2025-09-01	2025-09-09	7.000000000000	62.000000000000	14.000000000000	60011856|ATT 300GB Plan JM (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901143008920543	Partial Charge (Activated AUG)	2025-08-17	2025-09-16			2025-09-01	2025-09-09	7.000000000000	62.000000000000	14.000000000000	60011856|ATT 300GB Plan JM (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026123097	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026127112	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026129613	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026220896	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026222865	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026321847	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026329134	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026329746	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026421545	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144026520160	Prorated-in Charge (Activated SEPT)	2025-08-30	2025-09-29			2025-09-26	2025-09-29	4.000000000000	62.000000000000	8.266666700000	60011437|ATT 300GB Plan VS PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144064213829	Prorated-out Charge (Activated SEPT)	2025-09-26	2025-10-25			2025-09-26	2025-09-30	5.000000000000	62.000000000000	10.333333300000	60011515|ATT 300GB Plan XY PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144064410432	Prorated-out Charge (Activated SEPT)	2025-09-26	2025-10-25			2025-09-26	2025-09-30	5.000000000000	62.000000000000	10.333333300000	60011515|ATT 300GB Plan XY PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144064413941	Prorated-out Charge (Activated SEPT)	2025-09-26	2025-10-25			2025-09-26	2025-09-30	5.000000000000	62.000000000000	10.333333300000	60011515|ATT 300GB Plan XY PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144064414816	Prorated-out Charge (Activated SEPT)	2025-09-26	2025-10-25			2025-09-26	2025-09-30	5.000000000000	62.000000000000	10.333333300000	60011515|ATT 300GB Plan XY PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901144064417051	Prorated-out Charge (Activated SEPT)	2025-09-26	2025-10-25			2025-09-26	2025-09-30	5.000000000000	62.000000000000	10.333333300000	60011515|ATT 300GB Plan XY PP (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901421048505806	Prorated-out Charge (Activated SEPT)	2025-09-14	2025-10-13			2025-09-14	2025-09-17	4.000000000000	62.000000000000	8.266666700000	60011875|TMO 300GB Plan MC (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901421048505810	Prorated-out Charge (Activated SEPT)	2025-09-14	2025-10-13			2025-09-14	2025-09-17	4.000000000000	62.000000000000	8.266666700000	60011875|TMO 300GB Plan MC (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901421048505812	Prorated-out Charge (Activated SEPT)	2025-09-14	2025-10-13			2025-09-14	2025-09-17	4.000000000000	62.000000000000	8.266666700000	60011875|TMO 300GB Plan MC (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901421048505815	Prorated-out Charge (Activated SEPT)	2025-09-14	2025-10-13			2025-09-14	2025-09-17	4.000000000000	62.000000000000	8.266666700000	60011875|TMO 300GB Plan MC (WA)
006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	083901421048505816	Prorated-out Charge (Activated SEPT)	2025-09-14	2025-10-13			2025-09-14	2025-09-17	4.000000000000	62.000000000000	8.266666700000	60011875|TMO 300GB Plan MC (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016080706	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016080711	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016080788	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081429	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081439	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081459	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (2) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081469	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (2) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081704	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081711	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016081715	Full Cycle Charge	2025-11-12	2025-12-11			2025-11-12	2025-12-11	30.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144004491727	Full Cycle Charge	2025-11-23	2025-12-22			2025-11-23	2025-12-22	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan DI 1A (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144004696834	Full Cycle Charge	2025-11-23	2025-12-22			2025-11-23	2025-12-22	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan DI 1A (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144004897746	Full Cycle Charge	2025-11-23	2025-12-22			2025-11-23	2025-12-22	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan DI 1A (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012070041	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012070388	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012070803	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071007	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071025	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071038	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144012071441	Full Cycle Charge	2025-11-22	2025-12-21			2025-11-22	2025-12-21	30.000000000000	62.000000000000	62.000000000000	ATT 300GB Plan AX (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016180630	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	14.000000000000	43.000000000000	19.419354838710	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016180640	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	16.000000000000	43.000000000000	22.193548387097	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185702	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	15.000000000000	43.000000000000	20.806451612903	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185791	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	15.000000000000	43.000000000000	20.806451612903	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185810	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	13.000000000000	43.000000000000	18.032258064516	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185827	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	30.000000000000	43.000000000000	41.612903225806	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185830	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	20.000000000000	43.000000000000	27.741935483871	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185876	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185886	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	10.000000000000	43.000000000000	13.870967741935	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016185899	New Activation: Prorated-in Charge	2025-10-12	2025-11-11	2025-11-05		2025-11-05	2025-11-11	20.000000000000	43.000000000000	27.741935483871	TMO 100GB Plan AT (3) (WA)
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144064706280	New Activation: Prorated-in Charge	2025-10-10	2025-11-09	2025-11-05		2025-11-05	2025-11-09	5.000000000000	62.000000000000	10.000000000000	ATT 300GB Plan AT TB T（WA）
01-1-INVOICE_FROM_ WA_USD_773,793.84_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901821075046076	New Activation: Prorated-in Charge	2025-10-10	2025-11-09	2025-11-05		2025-11-05	2025-11-09	5.000000000000	62.000000000000	10.000000000000	ATT 300GB Plan AT TB T（WA）
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144016591133	Credit for Offstocked Card	2025-10-19	2025-11-18		2025-10-13			-5.000000000000	62.000000000000	-10.333333333333	ATT 300GB Plan DF (WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080195985	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080195998	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080196907	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080196978	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080196996	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080197950	Credit for Offstocked Card	2025-10-12	2025-11-11		2025-10-03			-8.000000000000	62.000000000000	-16.533333333333	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080199965	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080199968	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901144080199995	Credit for Offstocked Card	2025-10-07	2025-11-06		2025-10-03			-3.000000000000	62.000000000000	-6.200000000000	ATT Unlimited Plan SC(WA)
01-INVOICE_FROM_ WA_USD_772,765.00_SIMO Data Purchase Invoice Details - OCT 2025.xlsx	083901622016080706	Full Cycle Charge	2025-10-12	2025-11-11			2025-10-12	2025-11-11	31.000000000000	43.000000000000	43.000000000000	TMO 100GB Plan AT (3) (WA)
