source_table	source_file	invoice_batch_label	observed_start_month	imsi	charge_type	excel_days	excel_days_values	excel_price	excel_price_values	excel_amount	source_row_count	amount_semantics	excel_days_field	excel_price_field	credit_cycle_start_month	credit_cycle_end_month
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001074229		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001074575		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001075571		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001076147		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001076879		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001077410		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001078033		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001078280		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001078297		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001078412		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001078985		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001079075		20.0	20.0	62.0	62.0	41.33	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001079144		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001079834		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001086460		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001170186		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001170342		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001171464		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001172153		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001172336		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001172347		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001172738		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001175551		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001175578		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001175729		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001176318		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001176569		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001178136		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001178931		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001179840		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001186831		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001188618		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001271598		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001273996		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001276164		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001276664		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001278080		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001278273		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001278724		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001278737		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001279434		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001279868		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001279954		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001370957		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001371852		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001373466		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001374351		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001374919		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001375464		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001376412		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001377095		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001378178		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001378929		2.0	2.0	62.0	62.0	0.0	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
wa_invoice_credit	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx	01-2-Credit _FROM_ WA_ USD_585.45 wing response New_Query_2025-12-10_5_49pm_2025_12_16.xlsx		083901516001470803		2.0	2.0	62.0	62.0	4.14	1	credit.credit_owed; auxiliary credit amount, cycle_start/cycle_end retained, no final_start_month	days_without_service	final_price	2025-11	2025-12
