billing_month	imsi	iccid	excel_product_id	excel_product_name	charge_type	xl_start_d	xl_end_d	xl_days	xl_rate	xl_charge	excel_days_in_month	excel_calculated_amount	excel_amount_difference	platform_calculated_days	platform_calculated_price	platform_calculated_amount	days_difference	price_difference	amount_difference	reconciliation_status	platform_scope_status	source_file
2025-09	083901143008920545	89014103273802950547		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920547	89014103273802950745		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920549	89014103273802950943		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920550	89014103273802950059		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920552	89014103273802950257		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920564	89014103273802950463		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920567	89014103273802950760		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920570	89014103273802950075		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920572	89014103273802950273		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920573	89014103273802950372		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920580	89014103273802950083		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008920595	89014103273802950596		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921500	89014103273802951008		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921516	89014103273802951610		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921520	89014103273802951024		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921523	89014103273802951321		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921525	89014103273802951529		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921526	89014103273802951628		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921539	89014103273802951933		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921555	89014103273802951552		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921556	89014103273802951651		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921560	89014103273802951065		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921561	89014103273802951164		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921567	89014103273802951768		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921570	89014103273802951073		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921572	89014103273802951271		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921574	89014103273802951479		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921581	89014103273802951180		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921582	89014103273802951289		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921590	89014103273802951099		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008921594	89014103273802951495		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922500	89014103273802952006		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922505	89014103273802952501		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922506	89014103273802952600		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922508	89014103273802952808		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922510	89014103273802952014		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922513	89014103273802952311		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922516	89014103273802952618		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922518	89014103273802952816		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922521	89014103273802952121		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922529	89014103273802952923		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922534	89014103273802952436		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922536	89014103273802952634		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922550	89014103273802952055		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922559	89014103273802952956		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922564	89014103273802952469		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922570	89014103273802952071		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922574	89014103273802952477		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922575	89014103273802952576		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922576	89014103273802952675		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922577	89014103273802952774		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922578	89014103273802952873		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922583	89014103273802952386		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922585	89014103273802952584		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922588	89014103273802952881		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922591	89014103273802952196		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922593	89014103273802952394		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008922594	89014103273802952493		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923526	89014103273802953624		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923530	89014103273802953038		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923531	89014103273802953137		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923532	89014103273802953236		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923546	89014103273802953640		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923551	89014103273802953152		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923553	89014103273802953350		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
2025-09	083901143008923558	89014103273802953855		60011856|ATT 300GB Plan JM (WA)	Partial Charge (Activated AUG)	2025-09-01	2025-09-09	7.0	62.0	14.0	30	14.4667	0.4667							MISSING_DATA_PLATFORM_SNAPSHOT	MISSING_MAPPING_PLATFORM_CARD_SET	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx
