billing_month	imsi	invoice_line_no	excel_product_id	excel_product_name	excel_iccid	charge_type	xl_start_d	xl_end_d	xl_days	xl_active_days	xl_usage_days	xl_rate	xl_charge	xl_offstock_d	xl_activation_d	transferred_to_wing_simbank	note	source_file	month_start	month_end	days_in_month	presence_days	first_seen_d	last_seen_d	base_presence_days	min_cycle_start_d_raw	max_cycle_end_d	event_window_start_ts	event_window_end_ts	distinct_product_id_count	wa_product_id_count	missing_product_id_count	distinct_wa_package_price_count	wa_package_prices_observed	wa_product_ids_observed	wa_product_names_observed	wa_product_create_times_observed	wa_product_modify_times_observed	platform_price_if_unique	platform_price_effective_condition_status	cycle_event_count_all_window	cycle_event_count_in_month	cycle_start_d5	offstock_event_count_in_month	offstock_d5	activation_d5	activation_event_count_in_window	join_status	candidate_rule	candidate_start_d	candidate_end_d	candidate_days	candidate_days_plus1_minus1	candidate_days_activation_end_inclusive	platform_calculated_days	platform_calculated_price	platform_calculated_amount	days_difference	price_difference	amount_difference	candidate_window_status	product_mapping_status	platform_price_status	day_validation_status	price_validation_status
2025-11	083901143008436788																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008436832																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008437616																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008437661																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438649																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438659																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438675																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438757																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438776																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438777																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438786																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008438796																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439653																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439671																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439703																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439712																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439713																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439722																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439731																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439741																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439742																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439773																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008439792																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008537782																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008636017																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008638030																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920507																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920509																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920527																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920556																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920559																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920566																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920584																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008920588																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008921512																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008921517																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008921588																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
2025-11	083901143008922590																					12	2025-11-19	2025-11-30	12			05/01/2025 00:00:00	01/15/2026 00:00:00	1	1	0	1	43.0	600111094	Unassigned(WA)	2025-10-09 02:58:23	2026-09-08 09:57:17	43.0	NO_HISTORICAL_EFFECTIVE_INTERVAL_IN_RESOURCE_RES_VSIM_PRODUCT	0	0		0			0	PLATFORM_ONLY	UNRESOLVED_CHARGE_TYPE							43.0					NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
