billing_month	imsi	charge_type	join_status	xl_days	xl_rate	xl_charge	candidate_rule	candidate_start_d	candidate_end_d	candidate_days	platform_calculated_days	platform_calculated_price	platform_calculated_amount	days_difference	price_difference	amount_difference	candidate_window_status	wa_product_ids_observed	wa_product_names_observed	wa_package_prices_observed	day_validation_status	price_validation_status	issue_class
2025-10	083901627029767353	Prorated-out Charge (Activated OCT)	MATCHED	30.0	62.0	60.0	C_CYCLE_START_TO_OFFSTOCK	2025-10-01	2025-10-28	28	28	62.0	56.0	-2.0	0.0	-4.0	CANDIDATE_WINDOW_VALID	60011892	TMO 300GB Plan DF MTR (WA)	62.0	DAY_MISMATCH	PRICE_MATCH_OBSERVED	DAY_MISMATCH
2025-10	083901627029769449	Prorated-out Charge (Activated OCT)	MATCHED	30.0	62.0	60.0	C_CYCLE_START_TO_OFFSTOCK	2025-10-01	2025-10-28	28	28	62.0	56.0	-2.0	0.0	-4.0	CANDIDATE_WINDOW_VALID	60011892	TMO 300GB Plan DF MTR (WA)	62.0	DAY_MISMATCH	PRICE_MATCH_OBSERVED	DAY_MISMATCH
2025-10	083901821007082314	New Activation: Prorated-in Charge	MATCHED	3.0	62.0	6.0	E_ACTIVATION_TO_CYCLE_END	2025-10-30	2025-10-31	2	2	62.0	4.0	-1.0	0.0	-2.0	CANDIDATE_WINDOW_VALID	60011373	ATT 300GB Plan EC (PI)	62.0	DAY_MISMATCH	PRICE_MATCH_OBSERVED	DAY_MISMATCH
2025-10	083901821007970419	New Activation: Prorated-in Charge	MATCHED	3.0	62.0	6.0	E_ACTIVATION_TO_CYCLE_END	2025-10-30	2025-10-31	2	2	62.0	4.0	-1.0	0.0	-2.0	CANDIDATE_WINDOW_VALID	60011373	ATT 300GB Plan EC (PI)	62.0	DAY_MISMATCH	PRICE_MATCH_OBSERVED	DAY_MISMATCH
2025-10	083901822021435778	New Activation: Prorated-in Charge	MATCHED	3.0	62.0	6.0	E_ACTIVATION_TO_CYCLE_END	2025-10-30	2025-10-31	2	2	62.0	4.0	-1.0	0.0	-2.0	CANDIDATE_WINDOW_VALID	60011373	ATT 300GB Plan EC (PI)	62.0	DAY_MISMATCH	PRICE_MATCH_OBSERVED	DAY_MISMATCH
2025-10	083901144016591133		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011981	ATT 300GB Plan DF (PI)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054138744		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054230948		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054232610		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054235961		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054235978		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054236157		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054236606		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054237458		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054239826		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054332044		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011378,60011672	 AT&T 300GB Plan HX (WA),AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054332471		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054334562		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054335943		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054335964		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054336843		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054339142		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011378,60011672	 AT&T 300GB Plan HX (WA),AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054435636		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054437198		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144054437425		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064111897		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064113680		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064114512		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064114711		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064210066		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064210097		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064210410		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064210599		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064214052		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064217283		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064219036		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064310493		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064310701		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064312287		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064312869		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064313933		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064314132		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064314821		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064315749		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011378,60011672	 AT&T 300GB Plan HX (WA),AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064317384		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064318563		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064319080		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064411724		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064413070		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011378,60011672	 AT&T 300GB Plan HX (WA),AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064418538		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064418894		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064419115		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064419502		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064515167		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064515204		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064600845		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064609773		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064700232		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064702079		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064703152		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064703770		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011378,60011672	 AT&T 300GB Plan HX (WA),AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064704945		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064705994		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064708138		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064708352		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064708863		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064804624		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064807584		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064808230		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144064809520		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065210985		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065213628		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065214742		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065214836		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065215437		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065215626		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065216674		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
2025-10	083901144065219707		PLATFORM_ONLY				UNRESOLVED_CHARGE_TYPE					62.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	60011672	AT&T 300GB Plan HX RT (WA)	62.0	NOT_APPLICABLE	NOT_APPLICABLE	PLATFORM_ONLY
