excel_row_id	excel_source_file	official_excel_billing_month	observed_start_month	imsi	excel_product_id	excel_product_name	excel_new_card_imsi_replacement	excel_old_card_imsi_replaced	excel_transferred_to_wing_simbank	excel_sheet_name	charge_type	excel_cycle_start_date	excel_cycle_end_date	excel_final_start_date	excel_final_end_date	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_cycle_start_date	platform_cycle_end_date	platform_product_time_zone	cycle_history_time_zone	platform_calculated_price	platform_catalog_price	platform_catalog_price_withusd	cycle_history_package_price	platform_price_evidence_status	product_catalog_row_count	cycle_history_row_count	status_snapshot_row_count_20251011	status_log_row_count_target_months	rule_id	proration_denominator_month	proration_denominator_days	platform_calculated_days	platform_calculated_amount	platform_calculated_amount_known	day_diff	price_diff	amount_diff	numeric_match_status	formal_match_status	source_match_status	difference_reason
e8fc620ed5d8b0e6c24a6be8349f969c2013ced1c2ac8ad6ac51409febc485b1#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012071454		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	8	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
a8bbe1e2a9b5f4f51b0e9e693d9d730e29fd6493c84d4bcf04766fd7ed51f212#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012071676		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1246	11	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
5ceb4f66eeb76548968d400b640fdf0d6f3b78bb398c604b55f6d53e58051072#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012071798		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	15	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
5e23679122fd0b10057722ba0c18b3220d51cb1b8d2f273b3ab0ccbae1b21318#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012071871		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	5	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
7642121a610b0ac27037df5f708723961c1d68aa3c4855622df3d76d7dc4e442#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012071922		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	2	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
741c0f68426b29d6f6e8cda5433bb5b4d2d447d1698d3916017af752a67fc591#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012072386		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1246	15	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
0916fe30dc8e68849815efcc0bef53296cb06b8e447acb62738912c49fc9c343#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012072489		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	8	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
db3bed02cac6864edd009f373465646d6623e6f1b76f10ac0c56de9086b818f7#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012072493		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	4	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
0fe82f97568096972562fbdd8f22c0f7d0e85622eeb9ea428b84b18af77a8a54#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012072858		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1246	6	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
0546ca72eca3fd3a2014ae586f3d4b8a40e258d93432e990c368ad5133b524d7#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012073163		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	1	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
c7bf808850dc81eafdc622e66376d05926f644e53e00dbfcee206b851e1e9d14#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012073281		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	2	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
625b2ab7b289d9f7779689a6999ef5f4ea3a473ce1e2486f2c21f4d9bc880f0b#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012073363		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1246	10	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
b4ef729d1d5df6b3ec8bd1376e57344fc00eb68139dca3ca4c2b737772248909#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012073710		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	6	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
5d5f100e9bee8928c3e949f552b91c37f6f8763223b48010d756d2f70fe2d2ab#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074329		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	1	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
341b8a0a124fe94a51589971ba2eaca9ea1edc863af4fb230cb518334dbd5294#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074389		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	3	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
c7c89ad457f68a8ac189e6788b9aaa17a329279bb52eda80854af6829e737b23#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074497		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	3	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
583b06fc3a2d43a314d0b9586264fa72b0b28b9db2555b6d81b69749571a0780#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074542		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1246	11	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
80961633bdb6dc3c5d3f2b805f598e729043c88323c680e4f3364f814341c4a0#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074599		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	7	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
16fecb409de4b8275aa88514c18e27611ddf6127a7d73c4e890a5702ea181b6c#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074639		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	3	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
167b3fe90cec662350a8bf919d0843f361bf2943c23e33679558e7de8d571af3#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012074784		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	5	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
c15c053fe59c13f919f31925bb08b15e8aa53a4bc15d068412f88346526d6086#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012075014		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	2	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
3e5758e8aa8ad4a6fe0cfd0568c188cc5978a55a9ca5749afd69df3fb7e26f02#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012075062		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	4	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
471892bf6dfaba2a26d039a4248249c3a305067c3ff5d70af2fa3c5c9f4fd5fa#1	006-V2 - SIMO Data Purchase Invoice Details - SEP 2025.xlsx	2025-09	2025-09	083901144012075511		60011828|ATT 300GB Plan AX (WA)				Invoice Details - SEP 2025	Full Rate	2025-09-22	2025-10-21	2025-09-22	2025-10-21	30.000000000000	62.000000000000	62.000000000000	60011828	ATT 300GB Plan AX (WA)	2025-09-22	2025-10-22	GMT-5	GMT-5	62.000000000000	62.000000000000		0E-12	ONE_PRICE	1	1	1463	9	R_FULL_CYCLE_PRICE	2025-09	30	30.000000000000	62.000000000000		0E-11	0E-11	0E-11	AMBIGUOUS_PLATFORM_CANDIDATE	UNRESOLVED	UNRESOLVED	MULTIPLE_PLATFORM_CYCLE_CANDIDATES
